"Year","Month","SST.1","SST.2","SST.3","SST.4","SST.5","SST.6","SST.7","SST.8","SST.9","SST.10","SST.11","SST.12","SST.13","SST.14","SSTOI.1","SSTOI.2","SSTOI.3","SSTOI.4","SSTOI.5","SSTOI.1p3","SSTOI.2p3","SSTOI.3p3","SSTOI.4p3","SSTOI.5p3","SSH.1","SSH.2","SSH.3","SSH.4","SSH.5","SSH.6","SSH.7","SSH.8","SSH.9","SSH.10","SSH.11","SSH.12","SSH.13","SSH.14","CHL.1","CHL.2","CHL.3","CHL.4","CHL.5","CHL.6","CHL.7","CHL.8","CHL.9","CHL.10","CHL.11","CHL.12","CHL.13","CHL.14","Wind.UPW.1","Wind.UPW.2","Wind.UPW.3","Wind.UPW.4","Wind.UPW.5","Wind.UPW.6","Wind.UPW.7","Wind.UPW.8","Wind.UPW.9","Wind.UPW.10","Wind.UPW.11","Wind.UPW.12","Wind.UPW.13","Wind.UPW.14","SST.UPW.1","SST.UPW.2","SST.UPW.3","SST.UPW.4","SST.UPW.5","Bakun.UPW"
2003,1,28.64291405,28.41698157,28.37879545,28.41508571,28.27564987,28.928432,28.721216,28.746432,28.773088,28.5032,28.734192,28.523232,28.489792,28.21070707,28.5401760158332,28.5193446505637,28.5814924140771,28.5288580707882,28.1905028786924,28.7009993767738,28.9179493284225,28.944499361515,28.8875493478775,28.6444368672371,2.04409600257874,2.07256668408712,2.02084191640218,2.01189116477966,2.02055958042974,2.00327920913696,2.06929400444031,2.02744921207428,2.01725638866425,2.0301951789856,2.03262317657471,2.07327518463135,2.09483361244202,2.00366619444385,0.794086373191279,0.983360429990639,0.775679833664794,0.412784651447745,0.223068937574357,0.162469494152069,0.207794351792336,0.159133572888374,0.146210684680939,0.169779463481903,0.148337657570839,0.156109444080637,0.152740332710743,1.0356606503073,-1.70143605051119e-06,-1.15957588159669e-05,1.24447911660623e-06,-2.60017796516188e-06,-9.57682971276923e-06,1.31047134956971e-06,-8.37863293757228e-07,-7.47712981324716e-07,5.97155916534128e-07,-3.6314348182786e-06,1.0191074636819e-06,1.39322162927983e-06,2.97485831820923e-06,8.08001760914865e-07,0.0311179538784074,0.464026433179725,0.468244545454546,0.337058285714285,0.214142132625994,39.9026229985896
2003,2,28.82305155,28.62772936,28.67651885,28.86095238,28.5155814,28.748016,28.78272,28.7096,28.78424,28.808928,28.703296,28.78416,28.526256,28.5979902,28.8014536061208,28.6820683346202,28.7572215800084,28.878679990411,28.5900377003169,28.565240760014,28.7682338293667,28.7825786906275,28.6523855932828,28.6152269744873,2.00985641479492,2.00322199662526,2.04175240652902,2.04929598808289,2.04812869818314,2.0166824054718,2.0279011964798,2.04141879081726,2.07003998756409,2.06584040641785,2.07810519218445,2.10324799537659,2.10232479095459,2.01045031277175,1.5206507506443,0.686144462963681,0.886645170697733,0.380908978581429,0.247758528867433,0.144651900625229,0.15312604162693,0.152587666723655,0.154243080536332,0.150065069007874,0.155283486340769,0.148022902112047,0.15399859183734,0.96368718279581,1.80776738235321e-06,-9.36672082647223e-06,-2.44015499297554e-06,-3.9048669701081e-06,-1.00978985599909e-05,-7.97693417273787e-07,1.35216551892203e-06,-6.38342593050629e-08,-3.94987030353466e-07,-2.30092256653038e-06,4.30026317276389e-06,2.39775627242363e-06,3.46788275660259e-06,1.26916749455467e-06,-0.334731546391751,0.0595666422018333,0.11855315299335,-0.225816380952381,0.010674604651161,145.499073375126
2003,3,29.73406122,29.65834081,29.5521573,29.81299435,29.82493473,29.613696,29.6872,29.639728,29.702752,29.779328,29.675264,29.6644,29.533504,29.59837438,29.574768361838,29.5705201796123,29.5855375395881,29.6453525683154,29.6398430996471,29.2461118602753,29.4018368244171,29.5857243323326,29.5791742753983,29.4920368528366,2.03118636131287,2.05117063522339,2.04094142005557,2.07132640838623,2.08078480803448,2.00688241004944,2.05570038795471,2.05839120864868,2.06017761230469,2.09694759368896,2.04559799194336,2.07043960571289,2.06025358200073,2.02236248168749,0.500804572312842,0.904424990352133,1.34696620884023,0.4872886716253,0.40062184120553,0.167468148779869,0.200317540717125,0.197750555928196,0.149584280518393,0.171632568037452,0.158921821036538,0.135016291044318,0.124799128886192,0.457242073879231,1.83774943051363e-06,-1.8312829046649e-07,-1.17386585231522e-06,-2.93690131895434e-06,-3.49493024787151e-06,3.88263611001341e-08,1.96582856001778e-07,-1.08222579728483e-06,-2.7286117499352e-07,-2.66654360774826e-06,1.10392023671953e-06,3.31554397676106e-07,-3.09249611446516e-06,1.52793035741661e-06,-0.645229224489796,-0.371940807174887,0.0517946966292122,-0.143874350282488,-0.291430725848564,203.93407203771
2003,4,30.459625,30.10118721,30.14321678,30.48647887,30.28242424,30.359312,30.332064,30.352128,30.37200321,30.21409968,30.554064,30.401888,30.42536,30.44338095,30.2307426698746,30.1182481674921,30.3640135966749,30.3307566515694,30.2263434454532,29.8526831916071,30.086296108615,30.2619348095309,30.3979476756434,30.4122316003615,1.98203959941864,1.97272667090098,2.00307142734528,2.01174722194672,2.00917739971824,1.98174000740051,1.99333720684052,2.01589718818665,2.02161640167236,2.03352638244629,2.01706639289856,2.03910877227783,2.04513878822327,1.97547031063394,0.92109976003263,0.343376362831264,0.288466315868765,0.284746294419439,0.412579543430712,0.189773131282531,0.241113217874757,0.209188453975673,0.157985017284386,0.220784595598821,0.188851317884572,0.154761688239807,0.160208741220803,0.435681898602729,-2.50114342638706e-06,-1.1903849366053e-06,-2.16372737169321e-06,3.91166226298978e-07,1.37116948126864e-06,-4.70179749093539e-07,3.53226352639226e-08,1.13168487525928e-06,4.29901778000702e-07,-9.91338649337223e-07,6.01060493382815e-07,1.38110212089085e-06,1.79062620944137e-06,7.30671996852443e-07,-0.705288999999997,-0.00737921461187341,0.192831216783219,0.048433126760564,0.14293575757576,253.331748004847
2003,5,29.42401261,28.96828431,29.17810811,29.07443609,27.75213542,29.72826923,29.759184,29.73003205,29.58797428,29.38353226,29.970384,29.738438,29.97624194,28.98038095,29.9984504010366,30.0159814414524,30.1124472220739,29.7874721521917,29.2329681052102,30.3870118045807,30.4545368146896,30.3611243391037,30.2384868192673,30.4871618056297,1.90865560531616,1.9358980178833,1.93585666588375,1.9553112077713,1.91834565867548,1.96683121204376,1.96542639732361,1.96295840263367,1.9659188079834,1.94949201107025,1.97678521633148,1.96956321239471,1.98554720401764,1.91956371007506,1.70545323382568,2.24744053549913,1.11975692901409,0.373140290884648,0.419312503413264,0.23010102486504,0.194999022177233,0.214984056568637,0.186379427128825,0.260664081188286,0.153690678053352,0.162241340833738,0.145838104920087,1.8316864227141,2.06614135933592e-07,3.94969985014389e-06,1.66694776163298e-06,3.47127111499645e-06,1.08604228710962e-05,3.09019213608876e-07,2.67635684654047e-07,3.59513691743993e-07,3.2359627473742e-06,7.4248046381079e-06,-2.92069833138411e-07,3.10213768571368e-06,1.50094224142805e-06,9.06911544916796e-07,0.519507394957984,0.901523686274508,0.473587891891892,0.705339909774438,2.2241065188172,438.881028631824
2003,6,28.80252747,27.93528846,28.09642623,28.13604396,27.49175393,28.95620253,29.17132653,28.8337577,29.06439542,28.85819646,29.53630719,29.46895765,29.6600982,28.04046053,28.2533373625382,29.1304140808762,29.0107699944554,28.6831830895465,28.4560030045048,30.1869541783487,29.712618688768,29.4793284090104,29.6502960721908,29.6949283402966,1.97960160255432,1.94376866817474,1.93865999721345,1.95120479106903,1.98855087031489,1.99441000938416,1.97723799705505,1.95177839756012,1.9499787902832,1.97005119800568,1.96159359931946,1.97317759990692,1.98195240974426,1.97563391616664,0.719454101826015,0.628664711917319,0.703927418789678,1.49650778602546,6.11496181684961,NA,0.251280985550204,0.237400774651928,0.314089161343873,0.910825176237553,0.168401226700206,0.189357849221733,0.202615256641495,0.434745744017545,-3.99777993410365e-07,-6.33683598343688e-06,-1.41035236194596e-06,-1.25065777082748e-06,8.89483658650739e-06,-1.17414066477155e-06,-2.62785453346104e-06,1.99811067558835e-06,3.10947984134886e-07,5.5344006228344e-06,-1.05788380673614e-06,5.15725611606575e-06,1.75517922467172e-06,-9.52507949930756e-07,1.76358179899571,2.76648854194586,2.32912555317432,1.63001931284884,2.1683442729711,21.2480616244165
2003,7,26.114,26.529,26.50790698,26.24621118,26.69107345,26.91333333,26.90895238,26.82349206,26.98003663,26.97962003,27.20144444,27.44579861,27.43215017,NA,26.9394015592078,27.6778416974204,27.7132285601563,27.4837086122969,27.4324473208851,28.4174868798256,28.2602494001389,28.1347618722916,28.4310493803024,28.4757618641853,1.89068160057068,1.85835999647776,1.86780570802234,1.87145880222321,1.86435739372088,1.90857799053192,1.89749799728394,1.90302201271057,1.91255399703979,1.87687320709229,1.93688080310822,1.91374920845032,1.93255280017853,1.8857856693956,NA,NA,19.4854630231857,18.602555513382,4.50715700938795,NA,NA,NA,NA,4.06690891385078,NA,0.293717280030251,0.266003858966705,0.566113173961639,-1.56821570694541e-06,-8.50991279558125e-07,-9.31855289986002e-08,6.40187613972406e-06,1.25356761129164e-05,-2.79291634707204e-06,-6.16159891854823e-07,7.13045585484555e-07,8.47811078427993e-07,9.72371838850153e-06,1.07881785769031e-06,3.29243372204704e-06,-2.58547693881624e-06,-1.58386389748395e-06,0.518121212121212,0.330896049896051,0.680832228782585,0.824912980949602,0.741076724320781,12.7272208645135
2003,8,26.32488584,25.83392086,26.11149306,25.83376263,25.79442953,27.42817942,26.89889632,26.86507407,26.62857909,27.09845725,27.20633441,27.52125912,27.86259857,26.2236,26.5145238689754,27.2750142670813,27.2974472741286,27.2415754898735,27.2083500822385,27.9342868804932,28.1545994091034,28.1679243969917,28.1094868731499,28.1784619069099,1.81644559860229,1.79072663784027,1.7984809478124,1.81362240314484,1.82369911670685,1.85531719684601,1.82641198635101,1.82693079948425,1.84032639026642,1.82523560523987,1.86845880508423,1.82845641136169,1.85875401496887,1.83306102900161,0.962029792368412,5.30717685490847,7.7507990452708,23.407486578052,10.5636099559419,NA,0.536929376423359,0.605398017852033,0.256887111398909,5.93910363113338,0.204633570143155,0.640615344386209,0.195837862059182,NA,3.5770991033246e-06,9.37625312176167e-06,1.17917974658998e-05,1.13230776364048e-05,3.90319566921819e-05,3.27562587205457e-09,5.75744289800763e-06,8.22884412553118e-06,3.51468333945094e-06,1.01296169574467e-05,4.36614081164325e-06,2.62252285174215e-06,2.52436244001453e-07,2.30656554079466e-06,1.34985099735641,1.82617104845535,1.36032733279396,1.43650877248476,2.0681690361069,164.226251333293
2003,9,27.4094206,27.08913242,27.75009302,27.81251572,26.48387097,28.21867528,28.17660959,28.31571912,28.4015,28.16538333,28.62863711,28.52568882,28.44282219,27.27983871,27.4236319543269,27.6778335366198,27.851325523896,27.9101396322585,27.1246947285095,28.5015219460764,28.6390187121976,28.7628767911849,28.8127348598357,28.589792901316,1.83017920970917,1.83970867792765,1.86608857200259,1.85640120029449,1.84291565418243,1.82009840011597,1.83432000637054,1.83544479846954,1.83336959838867,1.84989240646362,1.82569639205933,1.82666920185089,1.82465040683746,1.83428535141896,4.16765785257695,5.70102700423299,6.54802641334311,4.24967148313873,8.01392963519291,1.02236835383674,1.27575927800383,1.42607131270479,0.369090847026414,1.43698972776748,0.309698141614596,0.253958753015914,0.256782845208343,2.26167254360599,7.44242471776092e-07,1.53737624634379e-06,5.99188749899525e-06,1.14719051182988e-05,2.45406696919304e-05,3.00764925610087e-06,3.22298829722895e-06,4.96823474943003e-06,2.2111589478798e-06,1.02849096015515e-05,-6.58829303885726e-07,6.63858408683839e-07,1.62790818016845e-06,8.14741258433774e-07,0.800194783757018,1.25386757990868,0.940690976744186,0.715355244471496,1.9589512182287,180.651483063659
2003,10,28.82643923,28.78044289,28.71767606,28.46654917,28.00582888,29.21889423,29.277344,29.38656,28.99612179,28.6136,29.290432,29.02944,29.131552,29.29510526,28.2849450500115,28.3243892959186,28.3726556466685,28.409727656323,27.96479112241,28.7640493679047,28.7722368836403,28.7397493767738,28.7383243560791,28.8160493683815,1.89628999710083,1.90681533018748,1.92398191633679,1.92487439155579,1.90504957282025,1.88145240306854,1.89777760028839,1.89436921596527,1.90007519721985,1.91463359355927,1.85872080802917,1.89867519855499,1.86762519359589,1.88323990217189,2.12361437516243,3.20435292156499,2.37983836699499,2.03410417273705,4.25352549037276,0.39255839704719,0.712019784328265,0.305091111497446,0.240531191006582,0.704838170099065,0.234080894531742,0.346969447150005,0.228314639354845,1.77416321364042,4.68219710843443e-07,3.18369364846502e-07,8.60678490338017e-07,-7.18864236951925e-07,-2.37320516809573e-06,8.94342139446487e-07,1.68937864500854e-06,4.54606209379203e-06,2.53725905392028e-06,2.92485626017953e-07,4.39738621402987e-06,4.94135434686777e-06,4.84860053033831e-06,7.11817398359889e-07,0.340984767590619,0.380853109557108,0.420563943661971,0.632362834879409,1.12572312299465,-78.3432493827116
2003,11,29.50728033,29.37190698,29.07071926,29.18953935,28.96475676,29.635328,29.37656,29.23144,29.087312,29.073216,28.999648,29.022384,28.9752,29.3880597,29.124964252595,29.0524417302942,28.9971857241832,28.9436038366374,28.514963543116,29.3741412304294,29.3613541609241,29.2265283547678,29.1162703409503,28.8029800144319,2.00605920791626,2.01041599114736,2.01247141474769,2.05188921928406,2.07890957334767,1.99016281604767,1.98972200393677,1.99020321369171,2.01408840179443,2.08216205596924,1.9660435962677,2.02566079616547,1.96788599014282,1.9956960825576,1.68094036148654,1.5859389396317,1.87561772834687,0.869394619240466,0.6856394947089,0.264409999918938,0.363321829509735,0.315631348872185,0.278860746047054,0.322250160574913,0.25997727682912,0.310851357437548,0.287553946684182,2.13888396849167,-2.96138538876297e-07,-4.40034734862736e-06,-1.13834114821223e-06,6.94602970030544e-07,7.86278339928098e-10,2.26629476938491e-06,-6.75723341950173e-07,-3.08907714907247e-06,2.83918612494127e-06,-4.5228371311202e-06,1.40697073284365e-06,-1.84807379355334e-06,1.05474829155128e-06,1.061148208936e-06,-0.0449763347280339,0.118013023255816,0.4034727424594,0.192956652591171,0.0104432432432446,-468.640810147632
2003,12,28.52129707,28.38347222,28.38283784,28.41857965,28.31785714,28.736048,28.507728,28.419936,28.50464,28.484384,28.394224,28.39816,28.37472,28.36780612,28.4029477445976,28.3662345125562,28.3792701893383,28.3424994038499,28.2306938502524,28.935811855793,28.7463493680954,28.4954118800163,28.4214118671417,28.3582494020462,2.05948039054871,2.07788000106812,2.05101426442464,2.07753840446472,2.11939829328786,2.01950122833252,2.04179440498352,2.02203598976135,2.05318360328674,2.11428960800171,2.05437239646912,2.13903959274292,2.11956960678101,2.02588784080191,1.07981466198527,1.07696807355835,0.783131778689659,0.467140701546771,0.291231949178671,0.240992417860031,0.261360389018059,0.255677801418304,0.186647667384148,0.198612283229828,0.179289006376266,0.181046552157402,0.177608121681213,1.09193195991377,6.53241752424094e-07,-8.9258783924307e-07,2.30812199543028e-06,3.18660878425211e-08,-1.13743947443282e-06,4.7983734772765e-06,1.27136272141554e-06,-4.39227863087884e-06,4.02508294116706e-06,-4.45925241664986e-07,3.97186494699947e-06,3.25551745640319e-06,4.33649597777475e-06,1.86718348874647e-06,0.477150928870291,0.400207777777776,0.139834162162163,0.0215323454894403,0.0568628571428569,-504.150678958996
2004,1,28.2009557422839,28.2996072684769,28.2325348435787,28.5222304580558,28.3817467180271,28.3597858523534,28.395443593175,28.4040844972469,28.6140676339467,28.4674937665955,28.5548392524404,28.6687101096161,28.7166758608227,28.0541858855792,27.9828798252603,28.0598505905696,28.2038014696704,28.3298091473787,28.2592181033558,28.1680743432045,28.3529618453979,28.400636882782,28.5132493948936,28.6143118667603,2.15844799995422,2.17299866676331,2.14887569064186,2.13973280906677,2.13987303816754,2.11397080421448,2.137848777771,2.13130919456482,2.10914640426636,2.14335599899292,2.07354441642761,2.13580801010132,2.14694200515747,2.1254602142216,0.877050428245312,1.37172576963175,0.895224593822346,0.506006110094342,0.426650626796552,0.202652527856827,0.209921993732452,0.197269430470467,0.185227265286446,0.231288209438324,0.161643755269051,0.184150689601898,0.171787523749743,0.629142921914432,6.83520517132143e-07,-3.67041886452404e-06,-2.09615638479089e-06,-1.64735562816857e-06,-6.75767137003902e-06,1.72227959163958e-06,-7.5645314773152e-07,-3.87951899236573e-06,2.24141460776124e-06,-4.03467220482728e-06,-1.69665489773037e-07,-1.23204345170984e-06,3.13574995773891e-06,1.53626563606251e-06,0.143687401299065,0.183388508329941,0.318471867640294,0.0388305183351925,0.334929142795634,-521.9055421682
2004,2,28.4556116446471,28.6302207456816,28.8044337065324,29.085209202122,29.1465660058535,28.5742873830244,28.6545592378979,28.7217224280039,28.962272977829,29.1540548801422,28.9842960420719,29.0329246993892,28.9682687806689,28.167340389768,28.2794631902722,28.4443168791514,28.6501105096605,28.8304196758547,28.7995178293299,28.2267860870361,28.4171593755086,28.5680260569255,28.6992926508586,28.7416260579427,2.09061758995056,2.10742464065552,2.09508478073847,2.09495362281799,2.09329219486402,2.06982597351074,2.10855679512024,2.09401837348938,2.07958519935608,2.10494482040405,2.05469158172607,2.0972163772583,2.09554117202759,2.04178247746733,0.813648058205459,0.860803356334677,1.01773637395801,0.419423806761938,0.248084389295977,0.188627391815186,0.225473275455909,0.172204929685593,0.154867453848137,0.165842679639657,0.152172687140415,0.155142512589523,0.161713356907303,0.677771077053347,1.89877709075859e-06,-1.45554969427514e-06,-1.336856857134e-07,3.03578302146443e-06,-5.9847533613322e-06,4.24615394971162e-07,-4.34036368766483e-08,3.85597335614308e-07,9.64083299930471e-07,-4.82191851418705e-06,-8.78978224554723e-07,4.90674566744479e-07,1.88085803287663e-06,1.25365702863993e-06,-0.135169697151419,-0.0128106691304204,-0.00787091270608542,-0.10267085274975,-0.178297225184604,-349.556516494099
2004,3,29.5683915804973,29.5640575582331,29.6438481830415,29.7445108179461,29.6870838769592,29.6740876347565,29.5935458506434,29.6552863318073,29.8016196819915,29.7278784102752,29.696781317393,29.8040809000819,29.6024598050709,29.3606222202005,29.2878118442452,29.3385112115315,29.4002597431342,29.395162400992,29.380415989293,29.0259618520737,29.270086812973,29.4211868190765,29.3753618454933,29.3853868103027,2.03516118049622,2.04281934102376,2.05702382042294,2.05458918571472,2.05956913077313,2.03809759140015,2.05309918403625,2.05248120307922,2.03334157943726,2.06139238357544,2.03649157524109,2.02451239585876,2.04203722000122,2.01530185188215,0.647756971703593,0.934978165420504,1.08641639987388,0.484499041766536,0.240767761330674,0.146569986517231,0.189465322725627,0.174382225322723,0.164403402924538,0.148021716880798,0.150713244891167,0.150499767573868,0.150298511919374,0.36563293816877,-8.74671637007829e-07,-2.67863701717502e-06,-4.2347377677226e-07,5.94488496948505e-08,-7.23454951893685e-06,6.88752635632547e-07,-5.68299413344428e-07,6.68581167624963e-07,-3.71423415919306e-08,1.3917439836416e-06,1.9477554186086e-06,2.61670276316646e-07,2.00845475137879e-06,4.72852570208161e-07,-0.216084189921702,0.00425273012523775,-0.0150774183727442,-0.126611608931409,-0.0846240718883067,-203.865365592067
2004,4,30.1867016997992,30.0823314950821,30.2616466154535,30.3188627130845,30.340614042784,30.2209383909367,30.2146458665864,30.2537947291822,30.3737462419982,30.2875445570265,30.3574377920775,30.3697121706876,30.3593307529484,29.8817342596271,29.8191998683721,29.6645768659272,29.7438344647807,29.9754972069996,29.7820423153566,29.860283176053,29.9586573988392,29.9857025491038,29.9662573537519,30.00601223115,1.97748759746552,1.98121801217397,2.01345668520246,2.01964281082153,2.00372262104698,2.01609400272369,2.02262799739838,2.03428441047668,2.0369448184967,2.0281183719635,2.04680118560791,2.01278000354767,2.01657401561737,1.98640989151198,0.493308724479361,0.986109590018863,0.804089315397976,0.587687153660466,0.546860124868078,0.169927437168856,0.18544322772859,0.184589513392589,0.186929256752529,0.160940563866223,0.151482637081018,0.156874719242549,0.146869061811679,0.534015754973715,-3.56761371289593e-07,-7.60817628717534e-07,1.10073166710704e-06,-3.2266432817285e-07,-3.37333015347631e-06,-9.32249143417958e-07,4.54394157066594e-07,1.3800239996021e-06,1.83990108819862e-06,1.04304413797409e-06,2.50512629893276e-06,1.64415501188491e-06,8.0105945508852e-07,-3.26037729393163e-07,-0.03772960176655,0.234273420335995,0.0855236970723467,0.00301355196040376,0.0187167101643446,-83.712112564225
2004,5,29.3494252829716,29.10320520401,29.3066092852888,29.4446429752168,28.4668032536741,29.2181013566029,29.1221845987681,29.1070735842683,29.277278586279,29.4191665921892,29.050877244849,29.3435897240272,29.2605907826484,29.670980146038,28.9976488066756,28.7663832533927,28.6381416718165,28.5662357470264,28.1050167282422,29.1842993211746,29.0126868724823,28.9933618545532,29.1263368415833,28.918674352169,1.92799919605255,1.93169399897257,1.96560666106996,1.96542119026184,1.94465347476628,1.90842920303345,1.90794279575348,1.92738758563995,1.9282755947113,1.94043759822845,1.92506761074066,1.92234479904175,1.93724321365356,1.94875814005272,2.68020826807389,1.00906154699624,1.8017324406897,3.23572621067416,4.40442363849578,0.499386605361234,0.226936636377225,0.628008616863522,0.273652189448476,1.6942829097787,0.361756763377115,0.176875705987799,0.219142783574156,0.527117995661683,-6.52386094001346e-07,-2.60437738575092e-06,2.35958725955581e-06,4.51181325811234e-06,8.60696388139287e-06,6.13570439137826e-06,5.29458863958083e-06,3.4335961955818e-06,9.37502076996882e-06,4.83183504159424e-06,5.72360443391361e-06,9.06104198763716e-06,4.18918162772286e-06,-1.05542612786957e-07,0.0516798928759812,0.140908271708387,-0.2472343091307,-0.290427308389784,0.793787528974285,-695.110306779271
2004,6,27.7537038591173,27.6886611688332,27.5706338479485,27.4320305572159,27.073375581186,27.4852144222448,27.6195555580987,27.7054578969767,27.5620369557981,27.757655620575,27.8465397461601,27.8972108996644,27.9053404818299,27.8641026118803,27.7560021666624,27.6460669703564,27.4739778614386,27.6368296785074,27.3741033273786,27.7568896902761,27.9123735932381,28.0587865005001,27.9823865041425,28.3045155088363,1.96654240608215,1.94691601594289,1.95081429822104,1.96841960906982,1.97105826502261,1.98665880203247,1.97223159790039,1.95973000049591,1.9741108083725,1.97484560489655,1.98036559104919,1.98109760761261,1.98602920055389,1.983658353078,0.739547548669108,NA,NA,2.39632418751717,6.40222186612941,0.261489200592041,NA,0.181784400343895,0.221260423130459,2.31224627888972,0.182465917042767,0.281571256739846,0.175721963291818,0.95720568722622,-2.11692623125624e-06,-8.07742811515267e-06,8.60727550917905e-07,1.35841563693913e-06,5.80310657941511e-06,-8.53517666442196e-07,-1.83852818208609e-06,2.44227314476294e-07,-1.4401855783442e-06,2.96090868485205e-06,-4.94573348278179e-07,3.89504394893981e-07,2.72116934461053e-06,-3.85927349207509e-06,-0.413531986162287,-0.35292802216577,-0.0856004312004863,0.353406276730549,0.831964900643872,427.566692806216
2004,7,27.4640000152588,26.2020001220703,25.864666557312,26.4214285636435,26.1387566460503,28.0966665744781,27.2075759425308,27.301923091595,27.232692351708,26.7654606668573,27.8262153466543,27.3534721798367,27.9056409982535,27.9394026298743,27.7351896037226,26.783109503133,26.3085236913628,26.6048770780149,26.6050688558155,27.7364368772507,27.7622494339943,27.8009869217873,27.9405119204521,27.8602368712425,1.86818360805511,1.83728532791138,1.81421953155881,1.81856680870056,1.82031043197798,1.90754761219025,1.87936678886414,1.84408041000366,1.85346199512482,1.82556879997253,1.90117079257965,1.86818959236145,1.92223439693451,1.86804443044761,NA,6.79269234339396,16.8021801067435,9.52302841993346,12.9178950167687,NA,0.893914210796356,2.94733274917977,1.45796286020168,6.14733002807053,0.358710975586614,1.94807731245924,0.342034381102113,NA,5.03552690531706e-06,3.68552330016698e-06,4.75351752354157e-06,4.62142227212562e-06,1.83986665938107e-05,1.97634196707355e-06,2.79539139885148e-06,4.42187082981429e-06,4.79849598712513e-06,1.21129367444772e-05,3.30197969321501e-06,1.07525892926956e-05,3.04302436948819e-06,1.09795489136456e-06,0.129939390240292,1.34698342858291,1.76489312153942,1.38825397967211,1.76688435220311,375.579098444919
2004,8,26.2535204940967,25.810493916641,25.9046708910089,26.1159754729852,26.0994856092665,27.0350884631672,26.6768203093627,26.8585737301753,27.1105327409567,26.9442221868606,27.7432499694824,27.5764661011872,27.9603825578786,26.506912681384,26.7914939444998,26.4382732113202,26.3855375746886,26.7377982891124,26.8344958954387,27.7196493887901,27.8006744098663,27.7095369052887,27.9724368906021,28.1850368952751,1.86864919185638,1.86392599741618,1.87021333263034,1.87480600357056,1.88847871966984,1.88764120101929,1.8830083990097,1.87734039306641,1.88501799583435,1.88158319473267,1.90222440719605,1.89094680309296,1.92199119091034,1.88457907966732,3.23714564243952,10.1404919359419,15.0746566227504,17.1872223218282,12.8603226463,1.64584464629491,7.3966321035217,7.17377151372612,0.484144247804128,16.1566504056637,0.200878602815858,0.595604803413153,0.268025417278693,NA,5.56081287310206e-06,3.98314345043341e-06,6.93332585461287e-06,1.01164100710451e-05,2.5620574945151e-05,3.13426757522258e-06,5.41063577292121e-06,7.4871528403194e-06,7.46613476899761e-06,1.34774669950247e-05,1.91433611782734e-06,1.75510301280582e-06,-3.70062528589621e-06,4.07738269277061e-06,1.07885629841636,1.66614449233482,1.72420333561144,1.77792984580081,1.8608969486121,588.127864714388
2004,9,27.2839079560905,26.512592569987,26.8751633961995,27.5512577992565,27.4213836957824,27.9369736972608,27.7363183320458,27.4104167393276,27.9143194816482,28.0400774977928,28.2405638694763,28.0763719372633,28.3409421616706,27.6190044223862,27.2965772208793,27.1071268746747,27.1895692852663,27.4027483566948,27.6243184031551,28.1446574204968,28.4208122942525,28.301844588249,28.2103090840001,28.0259993522398,1.80214280605316,1.79086933930715,1.82349904945918,1.83993000507355,1.86480782861295,1.82044360160828,1.79595160484314,1.81173840045929,1.8090991973877,1.84696120262146,1.81505959510803,1.80471920013428,1.81078439712524,1.8283390753048,4.91476376915197,13.9497932742164,15.5709609107942,6.67291610576641,13.2774066934488,2.15061455645423,7.18436878398061,12.93563649758,3.69062867381639,5.95879705879709,0.668995692592227,1.11141980277668,0.305140210708161,2.47318547293202,8.20183450182063e-07,-1.48458750362014e-06,1.83670015568344e-06,3.74063331509689e-06,6.7034003838895e-06,4.02767635359837e-06,4.3710600871502e-06,5.99097213618255e-06,3.28307521617555e-06,5.83422631919812e-06,2.39542541260405e-06,3.83715948047309e-06,4.37082091551133e-06,2.31273771866825e-06,1.00069129982144,1.96827168405792,1.68077279008143,0.746138097655098,0.919558465888272,160.589118870571
2004,10,29.3262500555619,29.1582656551052,29.3033105510555,29.3331273539682,28.6991342569326,29.2343814172477,29.3557978512948,29.3837471721328,29.5321279423577,29.2586636586232,29.5027542286091,29.2430635637942,29.2473882541322,29.1875454311457,28.7837357417397,28.7638981427465,28.7881417208248,28.6839396046556,28.1794264382786,28.6473368644714,28.6936993670464,28.8038868641853,28.8216618585587,28.5750994038582,1.95908679962158,1.97980267206828,1.96612761134193,1.98752880096436,1.96457740016606,1.87354999542236,1.93560680389404,1.95374200344086,1.94693001270294,1.97949598789215,1.89632120609283,1.94350159645081,1.9157483959198,1.92227226434295,1.3906767476836,1.98623657173479,1.8453007228122,1.21788890365901,2.41606249690056,0.620932011337887,0.291027732157007,0.26596751814442,0.222698770770327,0.479878518511267,0.305556706222919,0.258623266786718,0.208345837491964,1.60229602946442,-4.15917287382282e-06,-1.86064650671821e-06,-3.75834727735351e-06,-1.72580435275904e-06,-1.48721063819579e-05,-3.54329871535241e-06,7.83096705966365e-07,-1.02383819669504e-06,-1.08167608685128e-06,-4.12770133477407e-06,-1.85765263904503e-06,7.70915231437694e-07,1.33192437129226e-06,5.62401989953333e-07,-0.303286780133316,-0.034813291289197,-0.00764487643125378,0.137875622131407,0.548253997199545,-105.077685227149
