"Year","Month","SST.1","SST.2","SST.3","SST.4","SST.5","SST.6","SST.7","SST.8","SST.9","SST.10","SST.11","SST.12","SST.13","SST.14","SSTOI.1","SSTOI.2","SSTOI.3","SSTOI.4","SSTOI.5","SSTOI.1p3","SSTOI.2p3","SSTOI.3p3","SSTOI.4p3","SSTOI.5p3","SSH.1","SSH.2","SSH.3","SSH.4","SSH.5","SSH.6","SSH.7","SSH.8","SSH.9","SSH.10","SSH.11","SSH.12","SSH.13","SSH.14","CHL.1","CHL.2","CHL.3","CHL.4","CHL.5","CHL.6","CHL.7","CHL.8","CHL.9","CHL.10","CHL.11","CHL.12","CHL.13","CHL.14","Wind.UPW.1","Wind.UPW.2","Wind.UPW.3","Wind.UPW.4","Wind.UPW.5","Wind.UPW.6","Wind.UPW.7","Wind.UPW.8","Wind.UPW.9","Wind.UPW.10","Wind.UPW.11","Wind.UPW.12","Wind.UPW.13","Wind.UPW.14","SST.UPW.1","SST.UPW.2","SST.UPW.3","SST.UPW.4","SST.UPW.5","Bakun.UPW"
1982,11,29.55259875,29.63137209,29.81712984,29.8326499,29.50883657,29.372832,29.550448,29.544592,29.57149038,29.85936,29.240752,29.23167742,29.21633013,28.92647059,29.3424677802002,29.312672153596,29.3550172757932,29.4156655583107,28.9319886169981,28.8483993653328,28.9497670967348,28.9422703232304,28.9249800257529,28.9934703137798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.840553298053301,-0.469148093023254,-0.567017840546697,-0.718745903288202,-0.292506436891824,-42.703802793646
1982,12,29.0782268,29.13238532,28.82133484,28.97556405,28.50180108,29.098512,29.038976,28.7512,28.827088,28.760624,28.724592,28.7084,28.509344,28.33666667,29.2535047686618,29.1352374525297,28.8595132794645,28.9041433697161,28.4588014549679,28.8523493647575,29.0894743323326,29.0471493387222,28.7968743824959,28.656524374485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.414210804123712,-0.221649321100919,0.0710651583710415,-0.245020053537285,0.00754292473118312,-85.3356616026774
1983,1,27.83641975,27.87353604,27.38596847,27.80386973,27.97170103,27.947392,27.830032,27.619424,27.6468,27.990576,27.559008,27.632064,27.367776,27.09941748,28.3528798248457,28.3828713950657,27.8440271284845,28.1673227548599,28.1724993917677,28.3130244016647,28.2973618865013,28.0951868748665,28.0536368989944,27.8613618946075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0229957530864198,-0.093936036036034,0.261231531531532,-0.132589731800767,-0.603925030927837,-31.9253134256776
1983,2,27.88627083,27.89918794,27.98240909,28.1432567,28.17848,27.718464,27.756528,27.915264,27.845104,28.145936,27.742208,28.023664,27.851984,26.93788945,28.0745421328109,28.1181274877589,28.1536009192923,28.2873307017908,28.306742708345,27.7056131744385,27.8053787020979,27.8695579949741,27.8755993994351,28.0007717895508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.264062833333334,-0.292851935034804,-0.28372109090909,-0.416072704980841,-0.326495999999999,176.14408972232
1983,3,28.00478439,28.15608696,28.35965753,28.57877159,28.67021053,27.959664,28.07536,28.289584,28.385584,28.640544,28.302848,28.52664,28.518016,27.44107843,28.1152303529822,28.3993000189463,28.4830375810464,28.5224586129189,28.6705896589491,27.8671618437767,28.1040618991852,28.2531868505478,28.35087433815,28.4196119070053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.395168394250515,-0.181014956521739,-0.183241534246577,-0.304307593090211,-0.152194526315789,274.29440210117
1983,4,29.10367769,29.39568807,29.52622727,29.85684008,29.55624021,28.983568,29.341248,29.516288,29.591024,29.691744,29.408448,29.584688,29.469136,28.2497549,29.148807193922,29.4063433751166,29.5860924908764,29.6393681455294,29.5064867935728,28.5467090532857,28.9776122702322,29.1062574152793,29.2666703131891,29.5672508928853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.617773685950411,-0.455112073394496,-0.423363272727272,-0.694536077071291,-0.0871042088772853,467.742524198278
1983,5,29.61593429,29.68618182,29.8076092,29.91337374,29.70758974,29.247248,29.54241987,30.047536,30.14807504,30.0505042,30.22266026,29.91166124,29.46358065,29.22763285,29.6083281454833,29.6064427892367,29.701058357954,29.7153389946274,29.2711625629001,29.2246743321419,29.3725242996216,29.6118243527412,29.6622242927551,29.6519118046761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.407998291581109,-0.387925818181817,-0.1830651954023,0.010141511422411,-0.244009098428453,764.551029599349
1983,6,28.93577396,28.41038363,27.79751208,27.95229376,27.91341667,29.1887069,29.05322993,28.35074856,28.57395349,28.6873021,29.04627255,29.12598023,29.18752827,28.88790576,28.9006445244017,28.7145308422786,28.6935298263386,28.8975308753999,27.9558595841931,29.3552251458937,29.5957026032479,29.4800509594333,29.6820380130891,29.5394573826944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.13420970435676,1.35020002587399,1.31865860104229,1.13850623742455,1.27411160473883,581.902062172211
1983,7,28.69371069,29.22666667,29.31011331,29.08923767,28.49025352,28.56462209,28.91486755,29.06371698,29.04268908,28.96205782,29.3800487,29.13251232,29.29118971,28.51681818,28.1589667460193,28.3025142664001,28.1679854691029,27.9112357963686,27.1103639337752,28.5466118812561,28.67867436409,28.4083368563652,28.7182868766785,28.9719618606567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.00776580993413489,-0.152595238095238,-0.256765199148255,0.179343189924374,0.800936189484172,368.124714093238
1983,8,26.1,25.58766871,25.62237762,26.00059649,26.27456349,26.81333333,26.4168,26.40857143,27.03558442,27.02369281,27.08462963,27.00212366,27.31605263,24.58217391,27.1630156921304,26.5300886545862,26.5809022121959,26.8254613487617,26.6233847671085,27.8670993757248,27.7697119021416,27.9375743937492,27.976224386692,27.9567743968964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.46432432432432,1.42172414548642,1.65838626651126,1.53425083701621,1.04148913951546,398.073998443942
1983,9,27.72121495,27.78630769,27.98315315,28.18257862,27.03636364,28.24503311,28.14448,28.30390476,28.40238095,28.54103704,28.44604575,28.63732057,28.44854118,26.59,27.5988914013578,27.5290623619443,27.6908954634034,27.9926080797364,27.5184043761223,27.6813154971215,27.6915348569808,28.0815736019996,28.3210316565729,28.1370832800096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.582254434484074,0.649725365543546,0.0151567060017754,-0.0691488642860847,1.41217754010695,333.33836697583
1983,10,28.16118534,27.99594848,28.81974537,28.70105675,27.4265,29.21104,28.98701923,29.36618971,29.155616,28.946832,29.16546474,29.10398714,29.01032,27.02010471,28.1203662468039,27.5344934605417,27.6950167583095,28.3477303333904,27.3851556413703,28.6761118650436,28.8518743944168,29.0002493572235,28.8401493811607,28.6543618488312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.673694655172415,1.21142331712004,0.75388662962963,0.812607248532291,1.58382,254.114111336667
1983,11,28.93661826,28.98315909,29.19638202,29.57131725,28.84395161,28.892048,28.997872,29.207648,29.134368,29.188176,29.081136,28.872384,29.082128,28.01960784,29.0277833978725,29.0632865894042,29.1699993550564,29.0837861658982,28.5108954419372,28.5441283908967,28.912089688701,29.1428638778194,29.1597541636805,28.9766961300758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.414506257261412,-0.073671090909091,-0.220526022471912,-0.471445254174395,0.238176387096775,1.45267649061199
1983,12,28.93548117,28.95185355,28.85066059,28.98405204,28.80420912,28.837424,28.796928,28.5668,28.6796,28.838032,28.67712,28.74288,28.749168,28.22153846,28.2902303493541,28.4890470022247,28.4943570395311,28.2750808985337,28.2514403694206,28.5108618569374,28.6554368376732,28.6247743296623,28.6250868797302,28.592161860466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.227817171548118,0.177218453089246,0.264443407744878,-0.0836040446096646,-0.0550411152815009,-68.1963264258776
1984,1,28.33072016,28.45383747,28.68038636,29.00832075,28.85049351,28.13224,28.164768,28.162576,28.423808,28.684128,28.006496,28.44512077,28.19456169,27.88140097,28.2350945058076,28.4614130485625,28.5094438162115,28.4282466665558,28.3455376062128,27.5453868961334,27.537674407959,27.6146994066238,27.9487243914604,28.0557368850708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.768464164609053,-0.809053471783294,-0.883186363636366,-0.827223980523435,-0.655931818181816,-20.2780071798772
1984,2,29.17045455,29.37172018,29.56938636,29.85942418,29.81224044,28.959872,29.425872,29.26472756,29.51777244,29.45629213,29.105936,29.23368509,28.90692308,28.7604878,28.895781984191,29.2203803138127,29.1360178947449,28.8766950386158,28.2039808626528,28.0044393742879,28.1963860677083,28.2857860794067,28.204266049703,28.3616393992106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.23483854545455,-1.04437618348624,-1.01689036363636,-1.31628818426104,-0.905317360235394,17.5665661901074
1984,3,29.58713402,29.57263982,29.39221477,29.49707948,29.10408163,29.42192,29.466672,29.430384,29.448992,29.512928,29.573552,29.353056,29.242928,29.20699029,29.3435047813084,29.2014130353928,29.1816486484475,29.1091841355614,28.7442181143496,28.9676118683815,29.0378743910789,29.2775118160248,29.1870868110657,28.9689243745804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.496382020618555,-0.311407821029082,0.0204732348993275,0.0216725175600736,0.138846367346936,126.086885319361
1984,4,30.14719917,30.18858537,30.2737467,30.23229474,29.6,30.31447833,30.33625899,30.19420495,29.9002267,29.46221429,29.7729783,29.11053061,29.54671698,30.3796347,30.0427061805886,29.8757289558329,29.969067457329,29.9299572574139,29.3287448096874,29.7420380204724,30.2475089731524,30.2263605794599,29.9588896154588,29.5249541670276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.30228717012448,-0.0147453658536563,-0.0680578849912123,-0.152093731816979,-0.0532830188679263,430.553614664081
1984,5,29.55018947,29.03302381,28.98085847,28.57533708,28.12651832,29.81260032,29.94970921,29.37144462,29.21953301,28.905408,29.29153226,29.22591346,29.15579288,29.62734807,29.6231650658276,29.2111302983193,29.0657632384035,28.8551351972248,28.2297563420402,29.7258117866516,29.675711824894,29.6987243080139,29.4688368296623,29.1608993172646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.190821762270847,0.752812203337925,0.68116855834953,0.742680015365409,1.02927455565157,909.342078673734
1984,6,26.34741935,26.02441176,26.91454545,25.81511278,25.997,26.43584906,27.0968254,27.28469388,26.21363636,26.43015317,27.10363636,26.62187075,27.55375,25.52510638,27.9700554771477,27.6294310316329,27.4529922581061,27.0880498845982,26.9604832809886,28.674425174344,28.5126058197021,28.7665154733965,28.4157800440634,28.1603349082701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.23571790006325,1.56032507739938,0.875740259740262,1.7635146690255,1.55675,435.724155681534
1984,7,26.05744898,26.52945205,26.3067,25.21854545,24.71267327,26.00864706,26.73098039,26.54288889,26.34864078,25.97532033,26.76269444,26.77217978,26.92444924,26.2585,26.9908146158509,26.8827226048424,26.2472736504343,25.9166569943013,25.4344612393114,27.2244993948936,27.2790868782997,27.4927743959427,27.3896993970871,27.201611905098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.373077336197639,0.295449905989791,0.720175000000001,1.72234107027724,2.21177597673374,483.278339525995
1984,8,25.52171171,25.55503521,24.36238596,24.22776081,24.81226866,25.90523046,25.49300242,25.29834971,25.44017857,26.16798805,26.67579661,26.38494692,26.97735238,25.25175,26.1168472119,25.6171125060036,25.6717182232274,25.6913037844326,24.8108501533667,26.7607494068146,26.8196743679047,27.2240994095802,27.4994493937492,27.3172494292259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.807861242024941,1.08213324751376,2.45215403508772,2.70188204289349,2.16508372423596,460.11479584347
1984,9,26.93923581,26.59429245,26.70052511,26.57890805,24.83721591,27.86033816,27.67266026,27.89191318,27.47254808,27.0855935,28.01809984,27.92598706,28.12964744,26.58604167,26.5382041369381,26.1456368969333,26.4916123967871,26.6681059988485,25.6453757644981,27.2668897148871,27.2671090772075,27.4204122826361,27.4368122691493,27.729625202302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.340203920492879,0.833461645530466,1.03981142430629,1.31085784031061,3.29243152680652,437.692057092273
1984,10,27.48387368,27.41755656,27.50691781,27.09489642,26.03905405,27.655776,27.669264,27.618976,27.835648,27.202496,27.664672,27.699408,27.858544,28.41619512,27.1670917946359,27.1926332882472,27.0572910474406,26.8939939322679,26.06204802129,27.6642619466782,27.4151118850708,27.3064368772507,27.4836618709564,27.5198743677139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.507182315789475,0.633707438914026,0.409738191780821,1.06691157815442,1.81948994594595,204.953587038326
1984,11,29.20554865,29.09469388,29.40535874,29.58857671,28.52131805,29.272752,29.277696,29.696928,29.68416,29.34049679,29.215504,29.19126246,28.864432,28.57364078,28.6683303731354,28.5019348601592,28.612275393633,28.5730008102567,27.9935298735096,28.3251090437366,28.395534882084,28.4821025922222,28.587805818127,28.6044509936917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.490956654244307,-0.209381877551021,-0.33145474439462,-0.490608709796671,0.343113948424069,-3.53282517832719
1984,12,28.98785288,28.98725877,28.87283224,29.15951872,28.93396465,29.26752,29.039824,28.909184,29.074576,29.285216,29.381648,29.25808,29.397648,28.48077982,28.4642656730569,28.3909220042683,28.3601382739014,28.5831515452136,28.4374820391337,27.9533118748665,28.2924618911743,28.547661895752,28.7489993739128,28.8539368629456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.426396882703777,-0.126138771929824,0.273471755991284,0.225089283422459,0.463683353535352,-4.48173192242715
1985,1,29.0132618,28.89818616,28.53369928,28.84943026,28.33172316,28.66496,28.657888,28.393568,28.809248,28.48296,28.458928,28.395648,28.403344,28.71968586,28.598192287528,28.6418743871507,28.4817007382711,28.6285455719284,28.1168049474557,28.0062993884087,28.2581244182587,28.4724869060516,28.3852993965149,28.3942243742943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.916061802575108,-0.576762157517901,0.0944607159904542,-0.41167025540275,0.0716208361581927,-28.4872642907972
1985,2,28.44051836,28.5426988,28.66619617,28.94403614,28.42776471,28.249072,28.335776,28.464944,28.73331715,28.62464646,28.092784,28.45325696,28.06737179,28.5071978,28.3610938471118,28.4134804893206,28.4102100723091,28.566760979671,28.3044246805125,27.5628545642721,27.9432821181725,28.2829373142637,28.1986890490302,28.2016821210138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.702950358531318,-0.627386795180723,-0.527303716390055,-0.846119477911646,-0.360392911010557,121.48738078155
1985,3,29.27693966,29.65214623,29.59391509,29.52634051,29.39559557,29.493344,29.566368,29.706176,29.46552,29.432384,29.791136,29.30424,29.670736,29.70989189,29.1162901235663,29.2626779136204,29.3468048903677,29.3325808488804,29.2651209003396,28.9129118537903,29.0360618543625,29.2432118344307,29.2268368458748,28.9072993755341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.131035655172411,-0.274930226415094,0.0573009056603802,0.262555491193737,0.275140432132964,265.072733476433
1985,4,29.67760684,29.51872941,29.63645012,29.57115768,29.31225543,29.39814103,29.610624,29.56086677,29.50959481,29.75213141,29.55044944,29.64336,29.61382022,29.69235897,29.4666612927409,29.1939163676788,29.3771319269707,29.5228744977654,29.3275620552801,29.2692509805003,29.0269154800907,29.284205797257,29.2133283898138,29.4276122013215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0420251623931627,-0.0237937204463776,-0.158770116009283,-0.110152742291362,0.301564789936492,567.388863276919
1985,5,29.5902746,28.97883117,29.53660422,29.6623,28.81232493,29.31722807,29.50076661,29.71941368,29.66634029,29.965136,29.69650485,29.67769355,29.53579564,29.34612022,29.4253389420717,29.3113534819512,29.038610484865,29.0624993598979,28.9447215762403,29.6441993165016,29.3344117856026,29.19774933815,29.1350743293762,29.3671118402481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0148005256663488,0.449373114529621,0.14513920559596,0.0219079207920778,0.723470714919134,683.136088835277
1985,6,27.65373239,27.44607784,27.11718935,26.40260606,25.00755172,28.15535156,28.2906734,27.88648725,27.6852957,26.5064752,28.1116443,27.5702349,27.89913386,28.70763158,28.3290036135937,27.9364356203563,27.528010129074,27.1190316680437,26.0855549501262,28.4057929402013,28.4962445117581,28.3415993991975,28.1993283893216,28.3633671397548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0222523943661983,0.774744666511133,1.04168319990718,1.58454053625258,2.89158213412978,760.20525654655
1985,7,25.70926829,25.09094828,25.47088123,25.1959719,24.42271777,26.0775,25.97338235,25.6443459,26.26892453,25.62482633,26.71071174,26.65684631,26.96474227,25.48137931,26.4923499252485,26.1367850786164,26.1065098875099,26.2119288107623,26.0003987087144,27.3730868625641,27.2955868768692,27.2933368730545,27.3612868523598,27.5641743731499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.689214465937763,1.03831098339719,0.94698488273297,1.63199490802375,2.54202449800639,428.006737709207
1985,8,25.40302932,24.89716981,25.36939929,25.26871345,25.17925424,26.47277628,26.49313808,26.3866967,26.79526749,26.24289744,27.31419118,27.49800885,27.79869081,25.60525862,26.4462358329607,26.2270231928144,25.9665272004075,26.1774178665617,26.0187667939398,27.0723743677139,27.205311896801,27.3151493692398,27.4221493697166,27.4021744060516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.97157876004859,1.89177428805813,1.37607689718997,1.57474808816914,2.6194365705113,542.783773899378
1985,9,27.52619565,27.31041463,27.42324943,26.93575697,26.06361257,28.03586797,28.14,27.82202509,27.83066553,27.08713584,27.71733333,27.51508865,27.83386861,28.02756303,27.1952729004463,26.8259287686209,26.9627413322421,26.87483810275,26.3158058043449,27.7270703518775,27.8078574445171,27.7387477431759,27.6337412803404,27.7242316436768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.167768844867506,0.802037837336549,0.698518429225235,0.986914381139762,1.77025604769366,438.856099085366
1985,10,28.62515152,28.63146635,29.09859189,29.21053079,27.59520468,28.500288,28.681904,28.89264,29.24957192,28.99111111,28.874304,28.57784698,28.56858347,28.6601087,28.0780428000118,27.9165619129226,28.0752424531513,28.0694151572559,27.4053465856446,28.2669743585587,28.2392118930817,28.2072618985176,28.2173868441582,28.0782243943214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0985764848484862,-0.0976583461538461,-0.518896372621015,-0.60155478556263,0.973378795499148,200.211232870922
1985,11,28.85725322,28.77399527,28.47850711,28.46324952,28.34756233,28.769296,28.550624,28.295232,28.287104,28.493344,28.504624,28.529632,28.542688,28.81137363,28.7334355492077,28.5382942750524,28.2445334465273,28.2284705976617,28.099569307006,28.3922832685901,28.4609284234816,28.3618961432672,28.3674574329007,28.2539477908227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.329685218884119,-0.16527527186761,0.278276890995262,0.332398483558993,0.195125673130196,36.9145191227423
1985,12,28.58210744,28.44997732,28.39047619,28.61220339,28.47881266,28.592064,28.5624,28.322368,28.448832,28.536192,28.204944,28.461296,28.252736,28.45743961,28.2655292956725,28.2705797269231,28.3507632315159,28.4231923067051,28.1526903642548,28.0907993841171,28.1356618452072,28.1087494015694,28.0416993880272,28.0436993908882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.281355438016529,-0.157609324263039,-0.257372190476193,-0.413259389830507,-0.226076664907652,-47.3503852190397
1986,1,28.55844444,28.59122222,28.58331096,28.68235514,28.57959079,28.5004,28.560992,28.359376,28.471088,28.493616,28.454416,28.469392,28.49496,28.13267281,28.2645238404689,28.3025886700267,28.3284194933044,28.3059096958326,28.1069091227319,28.0301494026184,28.1542243885994,28.0618868684769,28.1445618462563,28.2548243904114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.290140444444443,-0.248198222222221,-0.354606961968681,-0.493859140186917,-0.0846307928388761,-36.6479343381417
