"Year","Month","tide.level.mm","tide.level.interp","anomalies","anomalies13","anomaliesb","anomalies13b"
1944,3,616,616,-21.3842189362282,-29.9176929613407,-2.67869925073251,-11.5135345914442
1944,4,570,570,-34.1511654637314,-28.8681444047071,-15.4456457782362,-10.3886457059107
1944,5,491,491,-52.6449734055702,-30.6263940923299,-33.9394537200749,-12.0715550646338
1944,6,518,518,-43.4656743528002,-33.3097105055385,-24.7601546673043,-14.6795311489426
1944,7,521,521,-23.9776472980187,-39.1056267774716,-5.27212761252281,-20.3825343487219
1944,8,488,488,-35.0050663756236,-42.765139529578,-16.299546690128,-24.0244743575743
1944,9,500,500,-15.8854966169,-42.4438092984896,2.82002306859539,-23.6855713832319
1944,10,552,552,-34.4783953715757,-46.6384182628427,-15.7728756860797,-27.862607604331
1944,11,616,616,-52.5726713015856,-49.4274011821447,-33.86715161609,-30.6340177803789
1944,12,625,625,-67.6928146642114,-50.241529717246,-48.9872949787148,-31.4305735722261
1945,1,628,628,-47.2767561902539,-49.5703714829618,-28.3427908424567,-30.7418425946879
1945,2,591,591,-69.0874519585511,-48.2465552588611,-50.1534866107529,-29.4004536273333
1945,3,585,585,-54.1471889453151,-49.7575860473506,-35.2132235975171,-30.8939116725687
1945,4,530,530,-75.9141354728183,-53.4772682599477,-56.9801701250208,-34.5960211419118
1945,5,475,475,-70.407943414657,-49.3893641014167,-51.4739780668592,-30.4905442401268
1945,6,500,500,-63.2286443618869,-47.68806513001,-44.2946790140888,-28.771672525466
1945,7,512,512,-34.7406173071055,-47.1762890942507,-15.8066519593071,-28.2927708886988
1945,8,518,518,-6.7680363847104,-46.1434941540494,12.1659289630874,-27.3104230907435
1945,9,463,463,-54.6484666259869,-44.8990869998841,-35.7145012781892,-26.1164630788242
1945,10,524,524,-64.2413653806625,-41.5552344257757,-45.3074000328643,-22.8230576469617
1945,11,689,689,18.6643586893276,-37.5352464228177,37.5983240371254,-18.8535167862498
1945,12,664,664,-30.4557846732981,-32.4262980348421,-11.5218193254993,-13.7950155405201
1946,1,616,616,-61.0397261993406,-24.7551398005579,-42.7615737007415,-6.17430444848193
1946,2,628,628,-33.850421967638,-21.3544004995342,-15.5722694690377,-2.82401228970425
1946,3,588,588,-52.9101589544018,-21.8654312880236,-34.632006455802,-3.38549022043975
1946,4,597,597,-10.6771054819051,-20.3543442698515,7.60104701669445,-1.92485034451359
1946,5,NA,523.516621989379,-23.6542914343649,-18.804901649782,-5.37613893576543,-0.42585486669014
1946,6,561,561,-3.99161437097382,-24.5651411399138,14.2865381276263,-6.2365414990678
1946,7,585,585,36.4964126838078,-24.7456727964622,54.7745651824079,-6.59281084768499
1946,8,536,536,9.46899360620273,-19.2513393947225,27.7471461048026,-1.22376799576788
1946,9,506,506,-13.4114366350735,-19.9300091636341,4.866715863526,-2.02772831450216
1946,10,555,555,-35.0043353897493,-20.0476950510641,-16.7261828911492,-2.27070475175485
1946,11,628,628,-44.0986113197592,-20.2212933549814,-25.8204588211594,-2.56959360549485
1946,12,640,640,-56.2187546823849,-21.4597774277272,-37.9406021837842,-3.93336822806327
1947,1,646,646,-32.8026962084275,-20.3270807319046,-16.1533208575228,-2.92596208206325
1947,2,674,674,10.3866080232752,-13.6186491231886,27.035983374181,3.6571789768301
1947,3,600,600,-42.6731289634886,-13.6681414501396,-26.0237536125834,3.48239610005642
1947,4,555,555,-54.4400754909918,-15.4647467396598,-37.7907001400869,1.56050026071362
1947,5,536,536,-12.9338834328306,-9.53068873497489,3.71549191807446,7.36926771557581
1947,6,527,527,-39.7545843800606,-4.9832359174143,-23.1052090291549,11.7914299833138
1947,7,561,561,10.7334426747209,0.913155502960361,27.3828180256265,17.3597378136013
1947,8,652,652,123.706023597116,2.86902736623851,140.355398948021,19.1128166366152
1947,9,530,530,8.82559335583971,5.03651144348076,25.4749687067448,21.0775076735931
1947,10,555,555,-36.7673053988361,10.5342101714354,-20.1179300479304,26.3724133612833
1947,11,716,716,42.138418671154,11.5144580213642,58.7877940220593,27.1498681709477
1947,12,713,713,15.0182753085284,16.6234064093398,31.6676506594343,32.056023518659
1948,1,701,701,20.4343337824857,19.6791800282394,34.4473996099537,34.9090040972943
1948,2,658,658,-7.37636198581163,21.6953039446477,6.63670384165744,36.7223349734383
1948,3,683,683,38.5639010274245,12.7227346946198,52.5769668548933,27.5469726831459
1948,4,640,640,28.7969544999213,16.0799755589457,42.8100203273896,30.7014205072076
1948,5,509,509,-41.6968534419175,18.5524951020921,-27.6837876144489,32.9711470100896
1948,6,622,622,53.4824456108527,13.5614863811912,67.4955114383215,27.7773452489243
1948,7,552,552,-0.0295273343658664,13.1501854938735,13.9835384931032,26.8848814655454
1948,8,567,567,36.9430535880292,12.7983650494594,50.9561194154981,26.2546911653345
1948,9,530,530,7.06262334675273,15.0427722036247,21.0756891742214,28.220728463703
1948,10,646,646,52.4697245920771,11.0789324700409,66.4827904195461,23.9785188743223
1948,11,671,671,-4.62455133793276,11.8284110892004,9.38851448953574,24.4496276376851
1948,12,677,677,-22.7446947005585,19.9373594771761,-8.73162887308899,32.280206169864
1949,1,692,692,9.67136377339887,22.4546715576141,20.0656214755084,34.5191483945052
1949,2,683,683,15.8606680051016,24.4707954740224,26.2549257072121,36.2569024551167
1949,3,668,668,21.8009310183378,23.959764685533,32.195188720448,35.4675018108304
1949,4,600,600,-12.9660155091655,18.393928626782,-2.57175780705575,29.6232958962827
1949,5,591,591,38.5401765489958,14.7895250930053,48.9344342511058,25.7405225067092
1949,6,634,634,63.7194756017658,16.7215932951813,74.1137333038762,27.3942208530884
1949,7,640,640,86.2075026565473,19.0795231770944,96.6017603586579,29.1264451298788
1949,8,558,558,26.1800835789423,15.6507796557572,36.5743412810527,25.3503658592159
1949,9,555,555,30.299653337666,16.2028791176148,40.6939110397761,25.5551295717477
1949,10,530,530,-65.2932454170098,14.8544239994156,-54.8989877148992,23.8593387042226
1949,11,683,683,5.61247865298037,11.450056464729,16.0067363550904,20.1076354202103
1949,12,722,722,20.4923352903547,10.1743894680893,30.8865929924657,18.4846326742448
1950,1,692,692,7.90839376431211,4.7686246254504,13.7872867251863,12.7315320822801
1950,2,634,634,-34.9023020039851,1.16936392647411,-29.02340904311,8.78493563397799
1950,3,671,671,23.0379610092509,-0.110897631246129,28.9168539701258,7.15733832693192
1950,4,619,619,4.27101448174778,-0.522887536150935,10.1499074426222,6.39801267270135
1950,5,497,497,-57.222793460091,5.48809354545702,-51.3439004992164,12.0616580049835
1950,6,594,594,21.956505592679,13.1124694399407,27.8353985535541,19.3386981501414
1950,7,549,549,-6.55546735253949,16.0088608603153,-0.676574391664303,21.4825340401032
1950,8,573,573,39.4171135698556,14.8878096466704,45.2960065307304,19.9562630453715
1950,9,536,536,9.53668332857922,21.0552937239127,15.4155762894538,25.7185273415268
1950,10,622,622,24.9437845739035,20.6299155287904,30.8226775347787,24.8879293653176
1950,11,692,692,12.8495086438936,22.9947787633346,18.7284016047684,26.8475728187749
1950,12,808,808,104.729365281268,27.1037271513102,110.608258242144,30.5513014256636
1951,1,744,744,58.1454237552254,25.6979623086713,58.7564595619697,28.7403168019379
1951,2,664,664,-6.6652720130719,20.4063939173873,-6.05423620632655,23.043528629567
1951,3,695,695,45.2749910001642,19.4338246673594,45.8860268069093,21.6657395984521
1951,4,634,634,17.508044472661,19.7910655316854,18.1190802794056,21.6177606816912
1951,5,591,591,35.0142365308222,18.494354305601,35.6252723375671,19.9158296745199
