"Year","Month","tide.level.mm","tide.level.interp","anomalies","anomalies13","anomaliesb","anomalies13b"
1941,1,610,610,-58.2248761539067,-30.1338760619992,-44.0393836284475,-16.9692116580963
1941,2,604,604,-49.035571922204,-28.5792906071293,-34.8500793967437,-15.244488182967
1941,3,530,530,-102.095308908968,-31.0133983186957,-87.9098163835081,-17.5084578742739
1941,4,521,521,-77.8622554364711,-30.2715420697544,-63.6767629110116,-16.596463605073
1941,5,524,524,-14.3560633783098,-30.8759456035311,-0.170570852850233,-17.0307291185902
1941,6,561,561,4.82323567446019,-37.0208004782782,19.0087281999204,-23.0054459730777
1941,7,524,524,-15.6887372707583,-38.8167167502112,-1.50324474529816,-24.4793363845685
1941,8,530,530,12.2838436516367,-38.2454602715485,26.4693361770966,-23.7561920657228
1941,9,512,512,1.40341341036037,-34.0010531173831,15.58890593582,-19.3598970713746
1941,10,539,539,-42.1894853443154,-32.964892850967,-28.0039928188551,-18.1718489647756
1941,11,628,628,-35.2837612743252,-31.9846450010382,-21.0982687488654,-17.0397132746639
1941,12,610,610,-77.403904636951,-34.8756966130625,-63.2184121114904,-19.7788770465054
1942,1,619,619,-50.9878461629935,-32.1276153018552,-34.8278117151572,-16.8789078951152
1942,2,604,604,-50.7985419312909,-34.5730298469854,-34.6385074834534,-19.1724346000625
1942,3,640,640,6.14172108194532,-39.7763683277825,22.3017555297824,-24.2238852406768
1942,4,512,512,-88.6252254455579,-42.7268197711489,-72.465190997721,-27.0224488438603
1942,5,475,475,-65.1190333873966,-42.1004540741563,-48.9589989395597,-26.2441953066849
1942,6,506,506,-51.9397343346266,-40.3222320258265,-35.7796998867891,-24.3140854181722
1942,7,582,582,40.5482927201549,-32.579686759298,56.7083271679924,-16.2991860836177
1942,8,472,472,-47.47912635745,-29.0084302806352,-31.319091909613,-12.6074633771117
1942,9,457,457,-55.3595565987264,-29.917869280316,-39.1995221508896,-13.3964361489493
1942,10,546,546,-36.9524553534021,-34.958632090823,-20.7924209055645,-18.3167327316131
1942,11,631,631,-34.046731283412,-26.2091534716634,-17.8866968355751,-9.44678788461037
1942,12,677,677,-12.1668746460377,-20.6386666221493,3.99315980179995,-3.75583480725307
1943,1,695,695,23.2491838279196,-16.1982776186343,40.9752792377175,0.805020424105088
1943,2,652,652,-4.56151194037761,-23.1052306253029,13.1645834694212,-5.98146635472036
1943,3,573,573,-62.6212489271414,-23.1547229522539,-44.8951535173429,-5.91049245382821
1943,4,543,543,-59.3881954546447,-21.1820974725434,-41.6621000448466,-3.81740074627441
1943,5,567,567,25.1179966035166,-20.8634240832431,42.8440920133148,-3.37826112913102
1943,6,567,567,7.29729565628656,-16.0852020349133,25.0233910660852,1.52042714704205
1943,7,549,549,5.78532271106803,-16.8041952299233,23.5114181208669,0.997240508774973
1943,8,472,472,-49.2420963665369,-23.0790925974143,-31.5160009567385,-5.20231652981624
1943,9,466,466,-48.1225266078133,-24.3731469817105,-30.3964311980151,-6.42103058521269
1943,10,555,555,-29.7154253624889,-22.1831405614482,-11.9893299526901,-4.15568383605063
1943,11,634,634,-32.8097012924989,-21.6644311730579,-15.0836058827005,-3.5616341187605
1943,12,719,719,28.0701553448755,-26.9400981696976,45.7962507546748,-8.76196078650043
1944,1,652,652,-21.5137861811671,-29.3458630123365,-2.80826649567211,-11.0923853002395
1944,2,600,600,-58.3244819494644,-32.4835852497743,-39.6189622639683,-14.1547672087776
