"Year","Month","CCMPv.1","CCMPv.2","CCMPv.3","CCMPv.4","CCMPv.5","CCMPv.6","CCMPv.7","CCMPv.8","CCMPv.9","CCMPv.10","CCMPv.11","CCMPv.12","CCMPv.13","CCMPv.14"
1987,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1987,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1987,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1987,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1987,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1987,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1987,7,0.548617472052574,0.443264359235764,0.240615271925926,0.415186469554901,0.65531343460083,-0.00146493226289749,0.173838737010956,0.110236220955849,0.232924367487431,0.791063895225525,-0.606848562061787,0.719160099625587,-0.00219740241765976,0.621513064487799
1987,8,-2.50479154586792,-1.75828601121902,-1.19404260396957,-1.89977415084839,-1.51352010726929,-2.69657569885254,-2.65409265518188,-2.40627478122711,-2.73258867263794,-2.10181286334991,-2.65751081466675,-2.61087711334229,-2.23097112178802,-0.861135816697538
1987,9,1.84532745361328,1.46127081871033,0.821461269855499,1.16303484678268,2.27797105789185,1.55881094932556,1.41988646030426,0.963559789657593,1.15082708120346,2.2245010137558,0.819630105495453,1.9206494474411,1.26777758359909,0.798561934624198
1987,10,0.318134647607803,0.68058352470398,1.04266616821289,0.891778061389923,-0.199352984726429,0.0864310571551323,0.682780927419662,1.32576450586319,1.23603736162186,0.279802232980728,1.14875175952911,0.722578277587891,0.893120920658112,0.173545458921667
1987,11,-1.24409447669983,-0.627235541045666,-0.040041506588459,-0.189098454117775,-0.866263808012009,-1.75669901371002,-1.23567113161087,-0.818043090105057,-0.548495392799377,-0.491851305961609,-0.686687415838242,-0.198010129928589,-0.0844778117537499,-1.29960447025193
1987,12,-0.56021485209465,-0.156869924366474,-0.022096075117588,-0.383080018460751,-2.63761215686798,-1.10834401130676,-0.614539457559586,-0.151376427412033,-0.190319233238697,-1.15607641339302,-1.14179332256317,-0.429591648280621,-1.51046816587448,-0.496870942546066
1988,1,0.211316611468792,0.669474451541901,0.778001582622528,0.186534824371338,-2.29652688026428,-0.736250984668732,0.169443936645985,0.714399070739746,0.48550326615572,-1.04229993522167,-0.30873466283083,-0.106451808214188,-0.661539397239685,-0.662470516809345
1988,2,-3.43111760139465,-2.48599153995514,-1.67832506656647,-1.83458462715149,-1.24616980314255,-4.50552397727966,-3.60690961837769,-2.83293657302856,-2.84966122627258,-2.2777269077301,-3.73863147735596,-3.16254654884338,-3.68357440948486,-2.6818461999209
1988,3,-1.62497709751129,-1.59555636644363,-1.68406275749207,-1.80272232532501,-0.875663797855377,-2.20240490436554,-2.15137641429901,-2.4291033411026,-2.48867727279663,-1.63132515907288,-2.5978147983551,-2.28138924598694,-2.47793444633484,-1.27719344414727
1988,4,-2.01098699092865,-1.91185982704163,-1.67368612766266,-1.54172006845474,-1.45480070829391,-2.70707439422607,-2.56106938362122,-2.69865102767944,-2.54336810588837,-1.52108891963959,-2.87505337715149,-2.06653235435486,-2.35439172744751,-1.70614508504169
1988,5,1.0884453368187,0.75859121799469,0.582310936450958,0.649209549427032,1.20380882740021,1.42830982685089,0.957577974796295,0.667154977321625,0.601599218845367,0.770921080112457,0.596105716228485,0.533357750177383,0.601110907793045,1.31612831213065
1988,6,1.60495635509491,1.7955197429657,2.08789597988129,2.05176096439362,2.44802538394928,1.17353354930878,1.40621376514435,1.37227613449097,1.16608679294586,1.80040285110474,1.06085575580597,1.12775437355041,0.670573151111603,2.06215707331719
1988,7,0.303729477226734,-0.000122078061103821,-0.0616492700576782,-0.211316610872746,-1.42953060388565,0.656534203290939,0.110846607983112,-0.26857107758522,-0.106818042099476,-0.226454253792763,0.224745161533356,0.510162974298,0.58743819475174,1.03265868964985
1988,8,-0.352804734110832,-0.836232680082321,-1.42147348642349,-1.76121589183807,-0.917414395809174,-0.559238229990005,-0.930965027809143,-1.65329914093018,-1.87255080699921,-1.37801379919052,-1.49117988586426,-1.61984983444214,-1.35140082359314,-0.0762986031597888
