time,latitude,longitude,ektrx,ektry
UTC,degrees_north,degrees_east,kg m-1 s-1,kg m-1 s-1
1970-01-07T06:00:00Z,11.5,75.5,10020.526,15943.556
1970-01-07T12:00:00Z,11.5,75.5,1328.788,5268.442
1970-01-07T18:00:00Z,11.5,75.5,8044.241,9187.823
1970-01-08T00:00:00Z,11.5,75.5,2240.3328,6556.6416
1970-01-08T06:00:00Z,11.5,75.5,4829.9233,7148.098
1970-01-08T12:00:00Z,11.5,75.5,1233.4023,264.9859
1970-01-08T18:00:00Z,11.5,75.5,3160.6191,4862.785
1970-01-09T00:00:00Z,11.5,75.5,4038.336,3539.9255
1970-01-09T06:00:00Z,11.5,75.5,5018.9395,6065.6577
1970-01-09T12:00:00Z,11.5,75.5,1484.7057,694.63336
1970-01-09T18:00:00Z,11.5,75.5,2369.0017,2138.899
1970-01-10T00:00:00Z,11.5,75.5,1494.624,747.2246
1970-01-10T06:00:00Z,11.5,75.5,2386.0225,2347.3462
1970-01-10T12:00:00Z,11.5,75.5,827.54083,3465.505
1970-01-10T18:00:00Z,11.5,75.5,1197.8804,2415.1614
1970-01-11T00:00:00Z,11.5,75.5,3482.5793,5589.644
1970-01-11T06:00:00Z,11.5,75.5,3482.5793,5589.644
1970-01-11T12:00:00Z,11.5,75.5,1526.7002,-281.42596
1970-01-11T18:00:00Z,11.5,75.5,2987.747,2024.8135
1970-01-12T00:00:00Z,11.5,75.5,3307.1096,2569.1646
1970-01-12T06:00:00Z,11.5,75.5,3691.7905,4332.327
1970-01-12T12:00:00Z,11.5,75.5,-114.72544,-879.4652
1970-01-12T18:00:00Z,11.5,75.5,326.23254,1576.5764
1970-01-13T00:00:00Z,11.5,75.5,2547.4353,5123.286
1970-01-13T06:00:00Z,11.5,75.5,4923.4453,3657.4536
1970-01-13T12:00:00Z,11.5,75.5,3144.4177,1409.866
1970-01-13T18:00:00Z,11.5,75.5,7582.626,6046.1045
1970-01-14T00:00:00Z,11.5,75.5,4991.1143,7173.113
1970-01-14T06:00:00Z,11.5,75.5,5137.472,3538.8801
1970-01-14T12:00:00Z,11.5,75.5,749.17365,-344.82797
1970-01-14T18:00:00Z,11.5,75.5,3729.7573,4535.8154
1970-01-15T00:00:00Z,11.5,75.5,4314.9204,4907.3247
1970-01-15T06:00:00Z,11.5,75.5,3252.741,2899.4097
1970-01-15T12:00:00Z,11.5,75.5,3488.0154,-808.47217
1970-01-15T18:00:00Z,11.5,75.5,3372.412,3066.7886
1970-01-16T00:00:00Z,11.5,75.5,2826.0083,2115.7214
1970-01-16T06:00:00Z,11.5,75.5,3695.11,2943.2656
1970-01-16T12:00:00Z,11.5,75.5,1346.5936,-74.165085
1970-01-16T18:00:00Z,11.5,75.5,1299.0254,1324.5509
1970-01-17T00:00:00Z,11.5,75.5,2374.978,1500.7346
1970-01-17T06:00:00Z,11.5,75.5,4081.9348,4263.872
1970-01-17T12:00:00Z,11.5,75.5,2354.3633,-699.7287
1970-01-17T18:00:00Z,11.5,75.5,6172.76,3740.3533
1970-01-18T00:00:00Z,11.5,75.5,3911.784,1630.8827
1970-01-18T06:00:00Z,11.5,75.5,5618.3955,5703.0444
1970-01-18T12:00:00Z,11.5,75.5,3144.5728,1276.4884
1970-01-18T18:00:00Z,11.5,75.5,6220.155,5030.8887
