time,latitude,longitude,p_msl
UTC,degrees_north,degrees_east,hPa
2010-07-28T00:00:00Z,6.5,68.5,1007.9906005859375
2010-07-28T00:00:00Z,6.5,69.5,1008.0406494140625
2010-07-28T00:00:00Z,6.5,70.5,1008.0406494140625
2010-07-28T00:00:00Z,6.5,71.5,1008.0406494140625
2010-07-28T00:00:00Z,6.5,72.5,1008.015625
2010-07-28T00:00:00Z,7.5,68.5,1007.5406494140625
2010-07-28T00:00:00Z,7.5,69.5,1007.6156005859375
2010-07-28T00:00:00Z,7.5,70.5,1007.6656494140625
2010-07-28T00:00:00Z,7.5,71.5,1007.7156372070312
2010-07-28T00:00:00Z,7.5,72.5,1007.7406005859375
2010-07-28T00:00:00Z,8.5,68.5,1006.9656372070312
2010-07-28T00:00:00Z,8.5,69.5,1007.1156005859375
2010-07-28T00:00:00Z,8.5,70.5,1007.265625
2010-07-28T00:00:00Z,8.5,71.5,1007.3656005859375
2010-07-28T00:00:00Z,8.5,72.5,1007.4406127929688
2010-07-28T00:00:00Z,9.5,68.5,1006.340576171875
2010-07-28T00:00:00Z,9.5,69.5,1006.5656127929688
2010-07-28T00:00:00Z,9.5,70.5,1006.7906494140625
2010-07-28T00:00:00Z,9.5,71.5,1006.9656372070312
2010-07-28T00:00:00Z,9.5,72.5,1007.1156616210938
2010-07-28T00:00:00Z,10.5,68.5,1005.7406005859375
2010-07-28T00:00:00Z,10.5,69.5,1005.9906005859375
2010-07-28T00:00:00Z,10.5,70.5,1006.2906494140625
2010-07-28T00:00:00Z,10.5,71.5,1006.5406494140625
2010-07-28T00:00:00Z,10.5,72.5,1006.7406005859375
2010-07-28T00:00:00Z,11.5,68.5,1005.190673828125
2010-07-28T00:00:00Z,11.5,69.5,1005.440673828125
2010-07-28T00:00:00Z,11.5,70.5,1005.7906494140625
2010-07-28T00:00:00Z,11.5,71.5,1006.090576171875
2010-07-28T00:00:00Z,11.5,72.5,1006.3156127929688
2010-07-28T00:00:00Z,12.5,68.5,1004.690673828125
2010-07-28T00:00:00Z,12.5,69.5,1004.940673828125
2010-07-28T00:00:00Z,12.5,70.5,1005.2906494140625
2010-07-28T00:00:00Z,12.5,71.5,1005.6156005859375
2010-07-28T00:00:00Z,12.5,72.5,1005.890625
2010-07-28T00:00:00Z,13.5,68.5,1004.190673828125
