time,latitude,longitude,uwnd,vwnd,nobs
UTC,degrees_north,degrees_east,m s-1,m s-1,count
2010-07-28T00:00:00Z,9.875,68.375,10.071416,2.075322,1.0
2010-07-28T00:00:00Z,9.875,68.625,10.043948,1.9227247,1.0
2010-07-28T00:00:00Z,9.875,68.875,9.985961,1.7640237,1.0
2010-07-28T00:00:00Z,9.875,69.125,9.851675,1.6327901,1.0
2010-07-28T00:00:00Z,9.875,69.375,9.650248,1.5198681,1.0
2010-07-28T00:00:00Z,9.875,69.625,9.451871,1.3977904,1.0
2010-07-28T00:00:00Z,9.875,69.875,9.2382345,1.2726607,0.0
2010-07-28T00:00:00Z,9.875,70.125,9.113105,1.2360374,0.0
2010-07-28T00:00:00Z,9.875,70.375,9.100897,1.2940242,0.0
2010-07-28T00:00:00Z,9.875,70.625,9.100897,1.3459073,0.0
2010-07-28T00:00:00Z,9.875,70.875,9.10395,1.4038943,0.0
2010-07-28T00:00:00Z,9.875,71.125,9.171092,1.4527254,0.0
2010-07-28T00:00:00Z,9.875,71.375,9.27791,1.5137643,0.0
2010-07-28T00:00:00Z,9.875,71.625,9.406092,1.6144785,1.0
2010-07-28T00:00:00Z,9.875,71.875,9.625832,1.7518159,1.0
2010-07-28T00:00:00Z,9.875,72.125,9.692974,1.7701275,1.0
2010-07-28T00:00:00Z,10.125,68.125,10.315571,2.3713605,1.0
2010-07-28T00:00:00Z,10.125,68.375,10.300311,2.2401268,1.0
2010-07-28T00:00:00Z,10.125,68.625,10.254532,2.0966856,1.0
2010-07-28T00:00:00Z,10.125,68.875,10.17213,1.9379845,1.0
2010-07-28T00:00:00Z,10.125,69.125,10.03174,1.8159068,1.0
2010-07-28T00:00:00Z,10.125,69.375,9.863883,1.7304523,1.0
2010-07-28T00:00:00Z,10.125,69.625,9.692974,1.6327901,1.0
2010-07-28T00:00:00Z,10.125,69.875,9.503754,1.5229201,1.0
2010-07-28T00:00:00Z,10.125,70.125,9.381676,1.5168163,0.0
2010-07-28T00:00:00Z,10.125,70.375,9.378624,1.6236342,0.0
2010-07-28T00:00:00Z,10.125,70.625,9.396935,1.7304523,0.0
2010-07-28T00:00:00Z,10.125,70.875,9.4183,1.8403223,0.0
2010-07-28T00:00:00Z,10.125,71.125,9.445766,1.8861015,0.0
2010-07-28T00:00:00Z,10.125,71.375,9.476286,1.8830495,0.0
2010-07-28T00:00:00Z,10.125,71.625,9.534273,1.9196728,1.0
2010-07-28T00:00:00Z,10.125,71.875,9.668559,1.9868156,1.0
2010-07-28T00:00:00Z,10.125,72.125,9.699079,1.9532442,0.0
2010-07-28T00:00:00Z,10.375,68.125,10.520051,2.5788927,2.0
2010-07-28T00:00:00Z,10.375,68.375,10.480376,2.4690228,2.0
2010-07-28T00:00:00Z,10.375,68.625,10.407129,2.346945,1.0
2010-07-28T00:00:00Z,10.375,68.875,10.288103,2.2065556,1.0
2010-07-28T00:00:00Z,10.375,69.125,10.175181,2.1149971,1.0
2010-07-28T00:00:00Z,10.375,69.375,10.098883,2.075322,1.0
2010-07-28T00:00:00Z,10.375,69.625,10.01648,2.020387,2.0
2010-07-28T00:00:00Z,10.375,69.875,9.912714,1.9440883,1.0
2010-07-28T00:00:00Z,10.375,70.125,9.812,1.9532442,0.0
2010-07-28T00:00:00Z,10.375,70.375,9.735702,2.0478544,0.0
2010-07-28T00:00:00Z,10.375,70.625,9.677714,2.1424646,0.0
2010-07-28T00:00:00Z,10.375,70.875,9.62278,2.2431788,0.0
2010-07-28T00:00:00Z,10.375,71.125,9.583104,2.2584386,0.0
2010-07-28T00:00:00Z,10.375,71.375,9.558689,2.1973996,0.0
2010-07-28T00:00:00Z,10.375,71.625,9.564793,2.1699321,1.0
2010-07-28T00:00:00Z,10.375,71.875,9.628883,2.1699321,1.0
2010-07-28T00:00:00Z,10.375,72.125,9.644143,2.0905817,1.0
2010-07-28T00:00:00Z,10.625,68.125,10.681805,2.7803211,2.0
2010-07-28T00:00:00Z,10.625,68.375,10.608558,2.6918147,2.0
2010-07-28T00:00:00Z,10.625,68.625,10.5017395,2.5819447,2.0
2010-07-28T00:00:00Z,10.625,68.875,10.339987,2.456815,2.0
2010-07-28T00:00:00Z,10.625,69.125,10.25148,2.3896723,2.0
2010-07-28T00:00:00Z,10.625,69.375,10.260636,2.392724,2.0
2010-07-28T00:00:00Z,10.625,69.625,10.26674,2.3744125,2.0
2010-07-28T00:00:00Z,10.625,69.875,10.269792,2.346945,1.0
2010-07-28T00:00:00Z,10.625,70.125,10.208753,2.3774645,0.0
2010-07-28T00:00:00Z,10.625,70.375,10.080571,2.4659708,0.0
2010-07-28T00:00:00Z,10.625,70.625,9.961546,2.5575292,0.0
2010-07-28T00:00:00Z,10.625,70.875,9.84252,2.6551914,1.0
2010-07-28T00:00:00Z,10.625,71.125,9.744858,2.6460354,1.0
2010-07-28T00:00:00Z,10.625,71.375,9.674663,2.5331135,1.0
2010-07-28T00:00:00Z,10.625,71.625,9.63804,2.4446073,1.0
2010-07-28T00:00:00Z,10.625,71.875,9.644143,2.3835683,1.0
2010-07-28T00:00:00Z,10.625,72.125,9.650248,2.2584386,0.0
2010-07-28T00:00:00Z,10.875,68.125,10.831349,2.9786973,2.0
2010-07-28T00:00:00Z,10.875,68.375,10.70622,2.8993468,2.0
2010-07-28T00:00:00Z,10.875,68.625,10.553622,2.8016846,2.0
2010-07-28T00:00:00Z,10.875,68.875,10.352194,2.6887627,2.0
2010-07-28T00:00:00Z,10.875,69.125,10.294208,2.6521394,2.0
2010-07-28T00:00:00Z,10.875,69.375,10.404078,2.6948667,2.0
2010-07-28T00:00:00Z,10.875,69.625,10.507843,2.728438,2.0
2010-07-28T00:00:00Z,10.875,69.875,10.632973,2.7559054,2.0
2010-07-28T00:00:00Z,10.875,70.125,10.614661,2.8138924,0.0
2010-07-28T00:00:00Z,10.875,70.375,10.440701,2.8962948,0.0
2010-07-28T00:00:00Z,10.875,70.625,10.269792,2.9848013,0.0
2010-07-28T00:00:00Z,10.875,70.875,10.101934,3.0855155,1.0
2010-07-28T00:00:00Z,10.875,71.125,9.95239,3.058048,1.0
