time,latitude,longitude,p_msl
UTC,degrees_north,degrees_east,hPa
2018-12-31T18:00:00Z,7.5,70.5,1014.9500122070312
2018-12-31T18:00:00Z,7.5,71.5,1014.9500122070312
2018-12-31T18:00:00Z,7.5,72.5,1014.9500122070312
2018-12-31T18:00:00Z,7.5,73.5,1014.9500122070312
2018-12-31T18:00:00Z,7.5,74.5,1014.9250030517578
2018-12-31T18:00:00Z,7.5,75.5,1014.9249877929688
2018-12-31T18:00:00Z,7.5,76.5,1014.9749908447266
2018-12-31T18:00:00Z,7.5,77.5,1015.0249938964844
2018-12-31T18:00:00Z,7.5,78.5,1015.2249908447266
2018-12-31T18:00:00Z,8.5,70.5,1015.1000061035156
2018-12-31T18:00:00Z,8.5,71.5,1015.1000061035156
2018-12-31T18:00:00Z,8.5,72.5,1015.1000061035156
2018-12-31T18:00:00Z,8.5,73.5,1015.0500030517578
2018-12-31T18:00:00Z,8.5,74.5,1015.0249938964844
2018-12-31T18:00:00Z,8.5,75.5,1015.1249847412109
2018-12-31T18:00:00Z,8.5,76.5,1015.2999877929688
2018-12-31T18:00:00Z,8.5,77.5,1015.5
2018-12-31T18:00:00Z,8.5,78.5,1015.8000030517578
2018-12-31T18:00:00Z,9.5,70.5,1015.25
2018-12-31T18:00:00Z,9.5,71.5,1015.25
2018-12-31T18:00:00Z,9.5,72.5,1015.2250061035156
2018-12-31T18:00:00Z,9.5,73.5,1015.1000061035156
2018-12-31T18:00:00Z,9.5,74.5,1015.0499877929688
2018-12-31T18:00:00Z,9.5,75.5,1015.2249908447266
2018-12-31T18:00:00Z,9.5,76.5,1015.5500030517578
2018-12-31T18:00:00Z,9.5,77.5,1015.9500122070312
2018-12-31T18:00:00Z,9.5,78.5,1016.3750152587891
2018-12-31T18:00:00Z,10.5,70.5,1015.3500061035156
2018-12-31T18:00:00Z,10.5,71.5,1015.3500061035156
2018-12-31T18:00:00Z,10.5,72.5,1015.2750091552734
2018-12-31T18:00:00Z,10.5,73.5,1015.125
2018-12-31T18:00:00Z,10.5,74.5,1015.0999908447266
2018-12-31T18:00:00Z,10.5,75.5,1015.3249969482422
2018-12-31T18:00:00Z,10.5,76.5,1015.8000030517578
2018-12-31T18:00:00Z,10.5,77.5,1016.4000091552734
2018-12-31T18:00:00Z,10.5,78.5,1016.9500122070312
2018-12-31T18:00:00Z,11.5,70.5,1015.4500122070312
2018-12-31T18:00:00Z,11.5,71.5,1015.4250183105469
2018-12-31T18:00:00Z,11.5,72.5,1015.3000183105469
2018-12-31T18:00:00Z,11.5,73.5,1015.1750030517578
2018-12-31T18:00:00Z,11.5,74.5,1015.2250061035156
2018-12-31T18:00:00Z,11.5,75.5,1015.5250091552734
2018-12-31T18:00:00Z,11.5,76.5,1016.125
2018-12-31T18:00:00Z,11.5,77.5,1016.8500061035156
2018-12-31T18:00:00Z,11.5,78.5,1017.4500122070312
2018-12-31T18:00:00Z,12.5,70.5,1015.5749969482422
2018-12-31T18:00:00Z,12.5,71.5,1015.4750061035156
2018-12-31T18:00:00Z,12.5,72.5,1015.3250122070312
2018-12-31T18:00:00Z,12.5,73.5,1015.2750091552734
2018-12-31T18:00:00Z,12.5,74.5,1015.4250183105469
2018-12-31T18:00:00Z,12.5,75.5,1015.8000183105469
2018-12-31T18:00:00Z,12.5,76.5,1016.4500122070312
2018-12-31T18:00:00Z,12.5,77.5,1017.2000122070312
2018-12-31T18:00:00Z,12.5,78.5,1017.7750091552734
2018-12-31T18:00:00Z,13.5,70.5,1015.7250061035156
2018-12-31T18:00:00Z,13.5,71.5,1015.5500030517578
2018-12-31T18:00:00Z,13.5,72.5,1015.4250030517578
2018-12-31T18:00:00Z,13.5,73.5,1015.4750061035156
2018-12-31T18:00:00Z,13.5,74.5,1015.7000122070312
2018-12-31T18:00:00Z,13.5,75.5,1016.1000061035156
2018-12-31T18:00:00Z,13.5,76.5,1016.7750091552734
2018-12-31T18:00:00Z,13.5,77.5,1017.5250091552734
2018-12-31T18:00:00Z,13.5,78.5,1018.0249938964844
2018-12-31T18:00:00Z,14.5,70.5,1015.9250183105469
2018-12-31T18:00:00Z,14.5,71.5,1015.7250061035156
2018-12-31T18:00:00Z,14.5,72.5,1015.6499938964844
2018-12-31T18:00:00Z,14.5,73.5,1015.8000030517578
2018-12-31T18:00:00Z,14.5,74.5,1016.1000061035156
2018-12-31T18:00:00Z,14.5,75.5,1016.5249938964844
2018-12-31T18:00:00Z,14.5,76.5,1017.1999969482422
2018-12-31T18:00:00Z,14.5,77.5,1017.875
2018-12-31T18:00:00Z,14.5,78.5,1018.2749938964844
2018-12-31T18:00:00Z,15.5,70.5,1016.2000122070312
2018-12-31T18:00:00Z,15.5,71.5,1016.0
2018-12-31T18:00:00Z,15.5,72.5,1015.9999847412109
2018-12-31T18:00:00Z,15.5,73.5,1016.2249908447266
2018-12-31T18:00:00Z,15.5,74.5,1016.5749969482422
2018-12-31T18:00:00Z,15.5,75.5,1017.0499877929688
2018-12-31T18:00:00Z,15.5,76.5,1017.6499786376953
2018-12-31T18:00:00Z,15.5,77.5,1018.1749877929688
2018-12-31T18:00:00Z,15.5,78.5,1018.4749908447266
2020-01-01T00:00:00Z,7.5,70.5,1010.3183441162109
2020-01-01T00:00:00Z,7.5,71.5,1010.3683624267578
2020-01-01T00:00:00Z,7.5,72.5,1010.443359375
2020-01-01T00:00:00Z,7.5,73.5,1010.5183563232422
2020-01-01T00:00:00Z,7.5,74.5,1010.5683746337891
2020-01-01T00:00:00Z,7.5,75.5,1010.6433715820312
2020-01-01T00:00:00Z,7.5,76.5,1010.7183532714844
2020-01-01T00:00:00Z,7.5,77.5,1010.7183532714844
2020-01-01T00:00:00Z,7.5,78.5,1010.7433624267578
2020-01-01T00:00:00Z,8.5,70.5,1010.3683624267578
2020-01-01T00:00:00Z,8.5,71.5,1010.4183654785156
2020-01-01T00:00:00Z,8.5,72.5,1010.4683532714844
2020-01-01T00:00:00Z,8.5,73.5,1010.4933471679688
2020-01-01T00:00:00Z,8.5,74.5,1010.5433654785156
2020-01-01T00:00:00Z,8.5,75.5,1010.6933746337891
2020-01-01T00:00:00Z,8.5,76.5,1010.818359375
2020-01-01T00:00:00Z,8.5,77.5,1010.8683471679688
2020-01-01T00:00:00Z,8.5,78.5,1010.9683532714844
2020-01-01T00:00:00Z,9.5,70.5,1010.4933776855469
2020-01-01T00:00:00Z,9.5,71.5,1010.5183715820312
2020-01-01T00:00:00Z,9.5,72.5,1010.5183563232422
2020-01-01T00:00:00Z,9.5,73.5,1010.4683532714844
2020-01-01T00:00:00Z,9.5,74.5,1010.5183715820312
2020-01-01T00:00:00Z,9.5,75.5,1010.7433776855469
2020-01-01T00:00:00Z,9.5,76.5,1010.9683685302734
2020-01-01T00:00:00Z,9.5,77.5,1011.1183624267578
2020-01-01T00:00:00Z,9.5,78.5,1011.2933654785156
2020-01-01T00:00:00Z,10.5,70.5,1010.693359375
2020-01-01T00:00:00Z,10.5,71.5,1010.6683654785156
2020-01-01T00:00:00Z,10.5,72.5,1010.5933685302734
2020-01-01T00:00:00Z,10.5,73.5,1010.4933624267578
2020-01-01T00:00:00Z,10.5,74.5,1010.5433654785156
2020-01-01T00:00:00Z,10.5,75.5,1010.8183746337891
2020-01-01T00:00:00Z,10.5,76.5,1011.1433715820312
2020-01-01T00:00:00Z,10.5,77.5,1011.443359375
2020-01-01T00:00:00Z,10.5,78.5,1011.693359375
2020-01-01T00:00:00Z,11.5,70.5,1010.9183502197266
2020-01-01T00:00:00Z,11.5,71.5,1010.8183441162109
2020-01-01T00:00:00Z,11.5,72.5,1010.693359375
2020-01-01T00:00:00Z,11.5,73.5,1010.5933685302734
2020-01-01T00:00:00Z,11.5,74.5,1010.6433563232422
2020-01-01T00:00:00Z,11.5,75.5,1010.943359375
2020-01-01T00:00:00Z,11.5,76.5,1011.3433685302734
2020-01-01T00:00:00Z,11.5,77.5,1011.7433624267578
2020-01-01T00:00:00Z,11.5,78.5,1012.068359375
2020-01-01T00:00:00Z,12.5,70.5,1011.1433563232422
2020-01-01T00:00:00Z,12.5,71.5,1010.9933471679688
2020-01-01T00:00:00Z,12.5,72.5,1010.7933502197266
2020-01-01T00:00:00Z,12.5,73.5,1010.6433715820312
