time,altitude,latitude,longitude,taux,tauy,curl,modStress,upwelling
UTC,m,degrees_north,degrees_east,Pa,Pa,Pa m-1,Pa,m s-1
2010-01-16T12:00:00Z,0.0,5.0,66.0,-0.027274,-0.0292648,2.57165E-8,0.0471406,1.9744E-6
2010-01-16T12:00:00Z,0.0,5.0,66.25,-0.0288592,-0.0295243,2.75057E-8,0.0469777,2.11175E-6
2010-01-16T12:00:00Z,0.0,5.0,66.5,-0.0312201,-0.0258058,7.98566E-8,0.0452397,6.13103E-6
2010-01-16T12:00:00Z,0.0,5.0,66.75,-0.0308836,-0.0216743,5.82118E-8,0.0413281,4.46923E-6
2010-01-16T12:00:00Z,0.0,5.0,67.0,-0.0297371,-0.0241319,1.435E-9,0.0430054,1.10163E-7
2010-01-16T12:00:00Z,0.0,5.0,67.25,-0.0304375,-0.0238905,-1.85892E-8,0.0430442,-1.4272E-6
2010-01-16T12:00:00Z,0.0,5.0,67.5,-0.0302579,-0.0244366,7.53016E-8,0.0431676,5.78132E-6
2010-01-16T12:00:00Z,0.0,5.0,67.75,-0.0320534,-0.0217152,1.93749E-8,0.0431202,1.48751E-6
2010-01-16T12:00:00Z,0.0,5.0,68.0,-0.0286481,-0.024477,-6.47144E-9,0.0420481,-4.96856E-7
2010-01-16T12:00:00Z,0.0,5.0,68.25,-0.0271051,-0.0211312,1.42158E-7,0.0385254,1.09142E-5
2010-01-16T12:00:00Z,0.0,5.0,68.5,-0.0254938,-0.0203462,7.9359E-8,0.0372761,6.09282E-6
2010-01-16T12:00:00Z,0.0,5.0,68.75,-0.0223159,-0.0217856,-3.25722E-9,0.0370478,-2.50085E-7
2010-01-16T12:00:00Z,0.0,5.0,69.0,-0.0218964,-0.0224326,2.02899E-8,0.0377137,1.55777E-6
2010-01-16T12:00:00Z,0.0,5.0,69.25,-0.0235846,-0.0221842,2.56786E-9,0.0367053,1.97144E-7
2010-01-16T12:00:00Z,0.0,5.0,69.5,-0.0237712,-0.020155,-3.94423E-8,0.0342755,-3.02819E-6
2010-01-16T12:00:00Z,0.0,5.0,69.75,-0.0210171,-0.0187317,3.27175E-9,0.0310771,2.5119E-7
2010-01-16T12:00:00Z,0.0,5.0,70.0,-0.0221934,-0.0167115,-1.40329E-8,0.0301416,-1.07737E-6
2010-01-16T12:00:00Z,0.0,5.0,70.25,-0.0219101,-0.0153988,4.09914E-8,0.0295719,3.14713E-6
2010-01-16T12:00:00Z,0.0,5.0,70.5,-0.0240711,-0.0127802,2.2038E-7,0.0299507,1.69198E-5
2010-01-16T12:00:00Z,0.0,5.0,70.75,-0.0252402,-0.00947882,1.51319E-7,0.0289394,1.16176E-5
2010-01-16T12:00:00Z,0.0,5.0,71.0,-0.0268848,-0.0112521,7.65003E-8,0.0312925,5.87334E-6
2010-01-16T12:00:00Z,0.0,5.0,71.25,-0.0329846,-0.0143063,8.63347E-8,0.0379244,6.62839E-6
2010-01-16T12:00:00Z,0.0,5.0,71.5,-0.0344254,-0.018056,3.46361E-8,0.0411896,2.6592E-6
2010-01-16T12:00:00Z,0.0,5.0,71.75,-0.0345704,-0.0170949,6.44919E-8,0.0408633,4.9514E-6
2010-01-16T12:00:00Z,0.0,5.0,72.0,-0.0324969,-0.013693,9.80703E-8,0.0385373,7.5294E-6
2010-01-16T12:00:00Z,0.0,5.0,72.25,-0.0328154,-0.0128238,4.91676E-8,0.0381698,3.77487E-6
2010-01-16T12:00:00Z,0.0,5.0,72.5,-0.0295643,-0.0146817,-1.13314E-7,0.0367679,-8.69975E-6
2010-01-16T12:00:00Z,0.0,5.0,72.75,-0.0311783,-0.0182645,1.50581E-7,0.040642,1.15609E-5
2010-01-16T12:00:00Z,0.0,5.0,73.0,-0.0278205,-0.00115507,NaN,0.0278445,NaN
2010-01-16T12:00:00Z,0.0,5.0,73.25,-0.030743,-0.0163156,NaN,0.0384832,NaN
2010-01-16T12:00:00Z,0.0,5.0,73.5,-0.045067,-0.0334801,NaN,0.0600551,NaN
2010-01-16T12:00:00Z,0.0,5.0,73.75,-0.0420804,-0.0211902,-3.88937E-7,0.0509646,-2.98608E-5
2010-01-16T12:00:00Z,0.0,5.0,74.0,-0.045174,-0.0250497,-2.145E-7,0.0548527,-1.64683E-5
2010-01-16T12:00:00Z,0.0,5.0,74.25,-0.0586405,-0.0335112,-1.27976E-7,0.0695512,-9.82545E-6
2010-01-16T12:00:00Z,0.0,5.0,74.5,-0.0650411,-0.0371509,-1.469E-7,0.0772573,-1.12783E-5
2010-01-16T12:00:00Z,0.0,5.0,74.75,-0.0612743,-0.041059,-1.47697E-7,0.0775228,-1.13395E-5
2010-01-16T12:00:00Z,0.0,5.0,75.0,-0.0587514,-0.0410634,-9.60034E-8,0.074441,-7.37071E-6
2010-01-16T12:00:00Z,0.0,5.0,75.25,-0.0558495,-0.0446598,-7.5087E-8,0.0740391,-5.76485E-6
2010-01-16T12:00:00Z,0.0,5.0,75.5,-0.0573568,-0.0452985,-3.29693E-8,0.0747249,-2.53124E-6
2010-01-16T12:00:00Z,0.0,5.0,75.75,-0.0558042,-0.0441681,-1.8155E-8,0.0732534,-1.39386E-6
2010-01-16T12:00:00Z,0.0,5.0,76.0,-0.0550264,-0.0482973,3.07271E-8,0.075512,2.35909E-6
2010-01-16T12:00:00Z,0.0,5.0,76.25,-0.0546051,-0.0495561,-7.26739E-9,0.0758284,-5.57956E-7
2010-01-16T12:00:00Z,0.0,5.0,76.5,-0.0561915,-0.0660145,4.42966E-9,0.0893949,3.40072E-7
2010-01-16T12:00:00Z,0.0,5.0,76.75,-0.0579975,-0.0739794,1.86254E-7,0.0958973,1.42997E-5
2010-01-16T12:00:00Z,0.0,5.0,77.0,-0.0529895,-0.0727893,-8.20423E-9,0.09224,-6.29883E-7
2010-01-16T12:00:00Z,0.0,5.0,77.25,-0.0492904,-0.0707649,1.15401E-7,0.0880425,8.85996E-6
2010-01-16T12:00:00Z,0.0,5.0,77.5,-0.0465932,-0.0724217,6.83678E-8,0.0878719,5.24898E-6
2010-01-16T12:00:00Z,0.0,5.0,77.75,-0.044144,-0.0714045,1.87395E-7,0.0854915,1.43873E-5
2010-01-16T12:00:00Z,0.0,5.0,78.0,-0.0357164,-0.0650531,3.09525E-7,0.0761106,2.3764E-5
2010-01-16T12:00:00Z,0.0,5.25,66.0,-0.0273408,-0.0291319,5.48354E-8,0.0475494,4.01006E-6
2010-01-16T12:00:00Z,0.0,5.25,66.25,-0.0304487,-0.0265709,8.04033E-8,0.0465702,5.87982E-6
2010-01-16T12:00:00Z,0.0,5.25,66.5,-0.0329615,-0.025436,5.06529E-8,0.0468355,3.7042E-6
2010-01-16T12:00:00Z,0.0,5.25,66.75,-0.0294822,-0.022351,1.00588E-7,0.0409421,7.35592E-6
2010-01-16T12:00:00Z,0.0,5.25,67.0,-0.0301169,-0.0233686,-2.53884E-8,0.0422578,-1.85662E-6
2010-01-16T12:00:00Z,0.0,5.25,67.25,-0.0296378,-0.0235887,5.05723E-9,0.0419725,3.69835E-7
2010-01-16T12:00:00Z,0.0,5.25,67.5,-0.0295714,-0.0232806,-8.943E-9,0.0419825,-6.53998E-7
2010-01-16T12:00:00Z,0.0,5.25,67.75,-0.0291461,-0.0241878,1.60251E-8,0.0421667,1.1719E-6
2010-01-16T12:00:00Z,0.0,5.25,68.0,-0.0268779,-0.0224364,4.64541E-8,0.0389811,3.39713E-6
2010-01-16T12:00:00Z,0.0,5.25,68.25,-0.0254274,-0.0207282,3.34928E-8,0.0367917,2.44929E-6
2010-01-16T12:00:00Z,0.0,5.25,68.5,-0.0240819,-0.0222916,6.54012E-8,0.0376215,4.78272E-6
2010-01-16T12:00:00Z,0.0,5.25,68.75,-0.022492,-0.0217923,6.44388E-9,0.0379594,4.71242E-7
2010-01-16T12:00:00Z,0.0,5.25,69.0,-0.0227029,-0.0234784,3.56007E-8,0.0391974,2.60345E-6
2010-01-16T12:00:00Z,0.0,5.25,69.25,-0.026149,-0.0238419,-2.85685E-9,0.0399304,-2.08917E-7
2010-01-16T12:00:00Z,0.0,5.25,69.5,-0.0231495,-0.0227013,4.93484E-8,0.0355933,3.6088E-6
2010-01-16T12:00:00Z,0.0,5.25,69.75,-0.0238702,-0.0198508,9.14237E-8,0.0334885,6.68572E-6
2010-01-16T12:00:00Z,0.0,5.25,70.0,-0.019949,-0.018067,1.09294E-7,0.0303141,7.99252E-6
2010-01-16T12:00:00Z,0.0,5.25,70.25,-0.0232617,-0.0159286,7.68608E-8,0.0317345,5.62075E-6
2010-01-16T12:00:00Z,0.0,5.25,70.5,-0.0267123,-0.0155815,1.67764E-7,0.0340555,1.22685E-5
2010-01-16T12:00:00Z,0.0,5.25,70.75,-0.0272593,-0.0119518,1.74332E-7,0.0329889,1.27488E-5
2010-01-16T12:00:00Z,0.0,5.25,71.0,-0.0298971,-0.0118878,1.2329E-7,0.0346956,9.01605E-6
2010-01-16T12:00:00Z,0.0,5.25,71.25,-0.0313529,-0.0116481,9.3019E-8,0.0349818,6.80239E-6
2010-01-16T12:00:00Z,0.0,5.25,71.5,-0.0360346,-0.0167028,-4.48221E-8,0.0417285,-3.27779E-6
2010-01-16T12:00:00Z,0.0,5.25,71.75,-0.0353986,-0.0178429,4.90734E-8,0.0422354,3.58869E-6
2010-01-16T12:00:00Z,0.0,5.25,72.0,-0.0340809,-0.0131221,2.68409E-8,0.0396686,1.96283E-6
2010-01-16T12:00:00Z,0.0,5.25,72.25,-0.03781,-0.0128052,-4.38829E-8,0.0413222,-3.2091E-6
2010-01-16T12:00:00Z,0.0,5.25,72.5,-0.0340087,-0.0141905,-6.48719E-8,0.03866,-4.74403E-6
2010-01-16T12:00:00Z,0.0,5.25,72.75,-0.0309972,-0.0140971,-1.20745E-7,0.0361996,-8.82996E-6
2010-01-16T12:00:00Z,0.0,5.25,73.0,-0.030432,-0.0134531,NaN,0.0356945,NaN
2010-01-16T12:00:00Z,0.0,5.25,73.25,-0.0517601,-0.0217779,NaN,0.057408,NaN
2010-01-16T12:00:00Z,0.0,5.25,73.5,-0.0278102,-0.0238049,NaN,0.0366071,NaN
2010-01-16T12:00:00Z,0.0,5.25,73.75,-0.0453644,-0.0200241,-1.4576E-6,0.0517656,-1.06593E-4
2010-01-16T12:00:00Z,0.0,5.25,74.0,-0.0457545,-0.021778,-2.48736E-7,0.0530574,-1.81898E-5
2010-01-16T12:00:00Z,0.0,5.25,74.25,-0.0572261,-0.029289,-2.57877E-7,0.0673167,-1.88583E-5
2010-01-16T12:00:00Z,0.0,5.25,74.5,-0.0633641,-0.0339267,-1.74768E-7,0.0751326,-1.27806E-5
2010-01-16T12:00:00Z,0.0,5.25,74.75,-0.067779,-0.0391243,-1.71366E-7,0.0811919,-1.25318E-5
2010-01-16T12:00:00Z,0.0,5.25,75.0,-0.0619928,-0.0431925,-1.35349E-7,0.0789193,-9.89797E-6
2010-01-16T12:00:00Z,0.0,5.25,75.25,-0.062557,-0.0452384,-1.35507E-7,0.0796236,-9.90947E-6
2010-01-16T12:00:00Z,0.0,5.25,75.5,-0.0587277,-0.044148,-7.75872E-8,0.0749992,-5.67388E-6
2010-01-16T12:00:00Z,0.0,5.25,75.75,-0.0576634,-0.0435199,2.40755E-9,0.0747083,1.76054E-7
2010-01-16T12:00:00Z,0.0,5.25,76.0,-0.0565222,-0.0485284,3.98201E-9,0.0769264,2.91208E-7
2010-01-16T12:00:00Z,0.0,5.25,76.25,-0.0541955,-0.0512374,-1.45099E-8,0.0771357,-1.06107E-6
2010-01-16T12:00:00Z,0.0,5.25,76.5,-0.0577773,-0.0661276,6.34538E-8,0.0903438,4.64032E-6
2010-01-16T12:00:00Z,0.0,5.25,76.75,-0.0654342,-0.0799576,1.30543E-7,0.105045,9.54648E-6
2010-01-16T12:00:00Z,0.0,5.25,77.0,-0.0557961,-0.0778716,1.3016E-7,0.0974998,9.51848E-6
2010-01-16T12:00:00Z,0.0,5.25,77.25,-0.0501981,-0.0722021,4.17085E-8,0.0896701,3.05008E-6
2010-01-16T12:00:00Z,0.0,5.25,77.5,-0.0451681,-0.0689573,5.5425E-8,0.0845735,4.05318E-6
2010-01-16T12:00:00Z,0.0,5.25,77.75,-0.0433918,-0.0704462,1.14589E-7,0.0849015,8.37979E-6
2010-01-16T12:00:00Z,0.0,5.25,78.0,-0.0341574,-0.0653066,1.687E-7,0.0764419,1.23369E-5
2010-01-16T12:00:00Z,0.0,5.5,66.0,-0.028014,-0.0309438,9.30306E-8,0.0488052,6.49488E-6
2010-01-16T12:00:00Z,0.0,5.5,66.25,-0.0331865,-0.0269528,1.02644E-7,0.0485125,7.16604E-6
2010-01-16T12:00:00Z,0.0,5.5,66.5,-0.0322074,-0.0263874,-4.81246E-9,0.0479428,-3.3598E-7
2010-01-16T12:00:00Z,0.0,5.5,66.75,-0.0316357,-0.0259936,7.5374E-8,0.0455399,5.26219E-6
2010-01-16T12:00:00Z,0.0,5.5,67.0,-0.028791,-0.0277786,7.2763E-8,0.044138,5.07992E-6
2010-01-16T12:00:00Z,0.0,5.5,67.25,-0.0297258,-0.0284244,6.85529E-8,0.0452977,4.78599E-6
2010-01-16T12:00:00Z,0.0,5.5,67.5,-0.0279896,-0.0264209,5.54306E-8,0.0427336,3.86986E-6
