"Year","Month","Dates","CHL.1","CHL.2","CHL.3","CHL.4","CHL.5","CHL.6","CHL.7","CHL.8","CHL.9","CHL.10","CHL.11","CHL.12","CHL.13","CHL.14"
"1997","09",1997-09-16,1.98074802128892,1.80161185046801,1.33019087091088,0.798855857440719,0.756947799732811,0.393773183856212,0.653312357989224,0.507491646136375,0.465483845321133,0.342590895442056,0.415623896714276,0.257219926070641,0.190550955724629,0.681645834846963
"1997","10",1997-10-16,0.586588706308549,0.641126470565796,0.657475312550863,0.448985284258579,0.397619467228651,0.312706675226166,0.283552721944414,0.255000361055136,0.193004837561701,0.218025583398822,0.168172844124179,0.16709499989002,0.125879879502288,0.688529290569889
"1997","11",1997-11-16,0.461510052904487,0.524387632702526,0.62838651239872,0.264415206344983,0.226509932180246,0.160945481842472,0.170863687733395,0.224651887769403,0.138459824612646,0.146257087775746,0.124893162309764,0.126891804254941,0.123086575757373,0.399304979698844
"1997","12",1997-12-16,0.522800998055729,0.415416362825955,0.438996832127924,0.309037606937416,0.254910550438441,0.199798201315502,0.193526051460932,0.218767267345271,0.164270165844782,0.151121609574239,0.156806867659451,0.13631795866955,0.138405342955561,0.548889188754708
"1998","01",1998-01-16,0.477920401225919,0.451416981972267,0.496644017235799,0.266773408786817,0.187360879519711,0.19603246168272,0.195585822741661,0.247219082166457,0.197497899715717,0.161170432024454,0.185868065032733,0.162010272050045,0.15772978141463,0.718207166538582
"1998","02",1998-02-16,0.380256752524756,0.442316037889953,0.370855235704431,0.244527723926764,0.235452673681404,0.194482946625123,0.22766217783358,0.193410976045936,0.162208810624992,0.173774822752857,0.173492171531598,0.149564698338509,0.146721911853587,0.627312930432194
"1998","03",1998-03-16,0.579269913727777,0.584646438700812,0.401030700510511,0.284974946763164,0.266939303178466,0.259811059169515,0.296674556280734,0.212634064653921,0.17716839186937,0.183408491533889,0.189409664051133,0.172863736748695,0.17281466694373,0.693228782614429
"1998","04",1998-04-16,0.407879785715955,0.325358232266681,0.462885504190841,0.33198115990517,0.304922187887132,0.234701709810799,0.224537891040488,0.235755993871932,0.235436370330197,0.202799346880848,0.214816872386416,0.217118586220685,0.210792175075352,0.64177211667297
"1998","05",1998-05-16,0.516377550897314,0.841705866835334,0.492046919080519,0.478906773437153,0.486395769934545,0.237076106845148,0.224496935443445,0.182428958950583,0.236892353414613,0.227665000018619,0.19632518638012,0.18414143138303,0.171454386120396,0.581127457681202
"1998","06",1998-06-16,0.17848159022191,3.43154360992568,1.91951271008562,2.05431492129962,4.80452799187465,0.22289471092977,0.252358643758682,0.299716513396965,0.791355428370562,1.14638453310934,0.337043889694744,0.242909314731757,0.157928163299755,0.688698200136423
"1998","07",1998-07-16,1.88221748669942,18.3779127950018,7.32337201937385,3.61917057354003,5.67090649571684,NA,1.06687926479748,1.94525206294553,1.13976805931643,5.25209673100875,0.936362570677048,3.0605470256041,1.62639274436868,1.34942184560574
"1998","08",1998-08-16,0.909516513347626,3.00232195854187,3.7317533493042,6.67648943265279,3.75091026027997,0.738291162710923,1.19814395666122,1.06140710247888,5.29104239940643,2.50862577253458,1.4453651982805,5.189029849569,3.1048635464825,0.971871752364963
"1998","09",1998-09-16,2.80109400408609,2.83277657444094,2.20523348745409,2.01652258535226,4.03517278483216,1.13499737546799,1.3941728206295,0.9781356276043,0.695241429773318,1.94250200796818,0.48912716186741,0.478476611059159,0.308321140046361,1.63184895562498
"1998","10",1998-10-16,1.54032407028485,1.86689931650956,1.70763261992522,1.45219104880827,1.41298457802232,0.729131331634239,0.731582487240816,0.759739874324328,0.608561667083185,0.525217921522103,0.401465566539616,0.379134521159259,0.247236645168807,1.72848406574943
"1998","11",1998-11-16,0.816121168826756,0.990585390402346,0.912768414095044,0.718517665835944,1.43065975335511,0.331689975406291,0.346939141100103,0.336891562362348,0.32205975870168,0.365238994889005,0.242859892234831,0.242200171174128,0.231982349555873,0.736604720516638
"1998","12",1998-12-16,0.795884992992669,0.744389683008194,0.635018868337978,0.527240134377516,0.334931030545546,0.320623704314937,0.39152023999277,0.344535934458296,0.326635325184235,0.296669076709352,0.240340485375308,0.286945349189657,0.267871106517385,0.853029642801558
"1999","01",1999-01-16,0.458762904269653,0.518851121631237,0.465773163078068,0.349194636063058,0.237082021413269,0.27635275162536,0.287010200101243,0.285979917592551,0.245536040713096,0.228825502847073,0.243265071211482,0.228654981214808,0.250154262497312,0.651403526598621
"1999","02",1999-02-16,0.540449713144386,0.486240308664062,0.453463679179549,0.375167705908869,0.265901957355116,0.320659484383623,0.299157941923339,0.282215437416494,0.25643230242842,0.245793857253515,0.259769490749173,0.237591336993776,0.220867024397994,0.570526757755795
"1999","03",1999-03-16,0.570285367808844,0.436466259595293,0.501793672957204,0.532196145021278,0.423451136120341,0.319337249066703,0.254169844180705,0.231511999164107,0.252818686457781,0.308925250633841,0.263463288206946,0.234041940297512,0.206291098934664,0.695453629676086
"1999","04",1999-04-16,1.91070374846458,NA,NA,NA,NA,0.288551000612123,NA,NA,NA,0.272259672482808,NA,0.209136002443053,0.292957668503125,0.623954899907112
"1999","05",1999-05-16,NA,0.405736180022359,0.541287791728973,1.40936348322899,1.57149899703391,NA,0.479887628927827,0.239813709010681,0.245289016394846,0.655517023470667,0.201842378439574,0.242787783525207,0.196788751520216,0.993810472928959
"1999","06",1999-06-16,0.770933562746415,1.74682440250008,1.25733303348223,1.86362479410825,5.54328088230557,0.243130597596367,0.37606126566728,0.392784261737357,0.408146703147119,1.01957681775093,0.244385062466408,0.248082204043497,0.170183012774214,0.460085221332557
"1999","07",1999-07-16,NA,NA,1.6943413742951,3.86154232305639,6.41853992291439,0.262331624825795,0.196349337697029,0.504302000999451,2.85739103953044,3.21032762680298,0.433896670738856,1.68312726301305,0.888543037405933,1.1643779873848
"1999","08",1999-08-16,3.3451614677906,4.03563366676199,2.61824015208653,3.8605693506472,6.63657195038266,0.606547451936282,1.38079456133502,0.91201285805021,0.8651492231422,2.47324895786076,0.406926365275132,0.789916039267673,0.575096668799718,0.568993738164073
"1999","09",1999-09-16,5.72722381961589,5.13405980467796,5.57835358746198,5.35187460337065,4.64730858904394,1.54058175484339,2.27824036870152,0.815082676708698,0.810969557118627,1.07478328244965,0.354226549063717,0.273480684117035,0.309744447681075,1.91245427938316
"1999","10",1999-10-16,2.74540259777953,3.42788736910924,1.74251722781496,1.83628714897416,1.48568390666599,1.20832903651481,1.7973653444352,1.05318447213907,0.485445300363145,0.57884819135907,0.498002028690194,0.629468528847945,0.574016457013154,1.53240245275008
"1999","11",1999-11-16,1.36338727333044,1.12160561426922,1.28426815360506,1.30597754804663,1.97219372391701,0.562623755289958,0.531137816123003,0.499288184226617,0.386143095218218,0.662432378124909,0.37090424338036,0.294712408230855,0.320168431517641,1.58733644719789
"1999","12",1999-12-16,0.57365649912441,0.644238083174935,0.547297486045339,0.317857580330536,0.3321361625972,0.248422023283659,0.286259130525166,0.222280035357503,0.18117679311679,0.239912461335137,0.17267273392903,0.215403952453969,0.181534532611892,0.634276703695634
"2000","01",2000-01-16,0.385426557960763,0.456687156623657,0.428099052460344,0.281600837409496,0.291713088918268,0.216612123790577,0.293010159004369,0.206149254765736,0.204286396856139,0.218531017649103,0.175921769625336,0.222295822652839,0.270699437377016,0.623122337460518
"2000","02",2000-02-16,0.318840220570564,0.428847657999507,0.435854071432406,0.315266985474652,0.380710432386917,0.190494851865007,0.198060657233882,0.195130053532899,0.161911585803568,0.202092279946165,0.167324662561247,0.17870414204146,0.190315467630618,0.52187119048458
"2000","03",2000-03-16,0.416518228639544,0.421723322767132,0.38532284942438,0.286460619597208,0.468778137912911,0.187139887517021,0.184188863317642,0.184645462230112,0.173971636575602,0.218151569966502,0.165258296293977,0.159490099092862,0.150267911626946,0.676679355331061
"2000","04",2000-04-16,0.389280834811784,0.493055996103365,0.35494505015553,0.262875348070393,0.362183352253016,0.17877547105976,0.154977572957675,0.170003196158047,0.142559488847231,0.186032221820511,0.140658988857392,0.156706449436391,0.143613594531451,0.678268549136848
"2000","05",2000-05-16,0.566556589411838,1.50611246888544,0.808637124749849,1.66344734864642,3.70739124450419,0.20344475783359,0.324698649160564,0.325478789722844,0.192784664828977,0.696059189647077,0.138851465028562,0.18032442631177,0.134943315906352,0.647236386267558
"2000","06",2000-06-16,0.905108302197558,3.19313056354827,4.42729646921158,3.4224081183302,2.84654846464295,0.397103091169681,0.343557361037211,0.531380090779728,1.0418736426806,1.43607102099218,0.371396691823492,0.557194773031741,0.280431607819122,0.517601244151592
"2000","07",2000-07-16,7.50736023211966,11.2248662589641,7.55111371959959,6.18361226916313,8.16145862432627,0.682284752527873,2.8076627475244,2.15460112081333,3.85846862196922,3.95691994651583,0.498562822739283,2.15728889170446,0.854359540674422,4.94388678199367
"2000","08",2000-08-16,3.26211844881376,4.90332469463348,2.60654508373112,4.22171307447022,10.0711808085442,2.2862923884056,2.41816761013534,1.88616308434443,0.908881627367093,1.54280568066153,0.35642573140501,0.448578749290284,0.423710984077385,4.76093145422637
"2000","09",2000-09-16,2.6666335504834,5.48497978767546,4.1902074035671,2.26460336867501,3.3903966047043,0.940160774870923,1.33230219952023,1.29089882180222,0.647486278326205,0.658389080377917,0.371434080140556,0.317984555175321,0.319770184286097,1.97717087103106
"2000","10",2000-10-16,0.867704608524689,1.06969524587242,0.847551865960067,0.645344024657139,1.36383996267667,0.391040323260135,0.29767953146387,0.256503083876201,0.249913243754279,0.30728398081733,0.239938562144776,0.206884148205526,0.218767899380633,0.82225945963706
"2000","11",2000-11-16,0.453149538713953,0.494806790947914,0.4904431188824,0.365489246498825,0.326526390923851,0.229558946377427,0.243405098564054,0.224394263710804,0.204603908994755,0.218524810562773,0.193797907763464,0.189184662737664,0.195468114711434,0.6349893690174
"2000","12",2000-12-16,0.573101571385275,0.814037481322885,0.520663885133607,0.389878593440409,0.305616207258857,0.224064786229613,0.256009425989975,0.25299953215221,0.229639100693387,0.228037408558575,0.223976426399671,0.234908491461235,0.240839070557843,0.644577842998803
"2001","01",2001-01-16,0.479952185159236,0.440283851065767,0.447930884253871,0.276494067816334,0.277309300833278,0.269993272670627,0.243411230970417,0.234571899006353,0.202881515116403,0.218111520247347,0.201658526821249,0.208352180758873,0.211187455604768,0.590814410214605
"2001","02",2001-02-16,0.403185190325198,0.472933488863486,0.475381982219112,0.305086215528158,0.301459143062433,0.218240875552392,0.229466787104071,0.259262218895043,0.237318692916244,0.198724248176496,0.227053359864715,0.195562058916459,0.189811975036452,0.469360656902301
"2001","03",2001-03-16,0.459053669416386,0.764819771051407,0.685254202824887,0.376558221700623,0.258301733599769,0.210045567895534,0.231703757887056,0.293632775456948,0.246129023693722,0.174450656366066,0.177578722496005,0.182783800363541,0.173566390688603,0.555803871894483
"2001","04",2001-04-16,0.509542688195195,0.381877836973771,0.240453166975861,0.267349701309413,0.353617099179348,0.271712414435381,0.210815520773471,0.208844526213104,0.199617783120577,0.19834179681493,0.146103374490684,0.159507935806628,0.132894166124364,0.432965498501645
"2001","05",2001-05-16,0.49296509295702,1.39545459993954,0.934149590871667,1.11989952760438,3.33467077656408,0.215582121141029,0.200079515298701,0.227051065997644,0.187649456318468,0.535379067531922,0.168350220382588,0.187849390244334,0.169218339247718,0.689638114683699
"2001","06",2001-06-16,NA,NA,NA,4.85578760607489,4.64170238018036,NA,NA,0.29362142937524,0.257634989917278,2.61333156245596,0.264974781208568,0.426931337073997,0.206816439926624,NA
"2001","07",2001-07-16,NA,2.4250856087758,3.09520761129704,6.46421194335689,4.46317884235671,0.375398993492126,0.938841968774796,0.577354167898496,1.33791869453021,3.75317930430174,0.407214024510139,0.63072595000267,0.432995400428772,NA
"2001","08",2001-08-16,6.30845059667315,7.83677824338277,3.48539350343787,4.25273205094285,6.45271318596463,4.68635220527649,10.0573373734951,4.26953753181126,1.65536117022985,3.05923307206896,0.516767436113113,0.91458504818953,0.43297589463847,5.69591930779544
"2001","09",2001-09-16,4.7552555438244,6.19911481996979,6.96615668863058,4.67476672624287,3.43025387149968,1.51917320986589,1.74838003624749,1.70934564011698,1.0961977302125,5.07232402895506,0.288365264351551,0.383072930713033,0.250226457204138,1.73855168169978
