"Year","Month","Dates","SSH.1","SSH.2","SSH.3","SSH.4","SSH.5","SSH.6","SSH.7","SSH.8","SSH.9","SSH.10","SSH.11","SSH.12","SSH.13","SSH.14"
"1997","04",1997-04-16 00:00:00,2.00431959629059,2.0198966662089,2.01614428701855,2.04405559539795,2.04553522234378,2.02571559906006,2.03987239837647,2.03948000907898,2.06046040534973,2.04763960838318,2.08243680000305,2.05331000328064,2.06413520812988,1.99010978654488
"1997","05",1997-05-16 12:00:00,1.97717079162598,1.96092201073964,1.9673247621173,1.98048920631409,1.95593304219453,1.99896358013153,1.98516560077667,1.98481800079346,1.98996119499207,1.97858999729157,2.01011478424072,1.98065599441528,1.99556641101837,1.96679195669508
"1997","06",1997-06-16 00:00:00,2.00478160858154,2.00245529810588,2.01369954290844,2.01790482521057,2.02033219130143,2.00877481937408,2.01268317222595,2.01854041099548,2.01659520149231,2.02015681266785,2.00816521644592,2.01213480949402,1.99804722309113,1.99542783461895
"1997","07",1997-07-16 12:00:00,1.91329919815063,1.90022265116374,1.90141285601116,1.92434239864349,1.90457174052363,1.96359679698944,1.95241199016571,1.93557159900665,1.95216600894928,1.94249320030212,1.97846839427948,1.9742603969574,1.98575520038605,1.93251020392192
"1997","08",1997-08-16 12:00:00,1.85226278781891,1.84543665250142,1.86993809541066,1.87934000492096,1.87124087499536,1.898898396492,1.89323919773102,1.88446361541748,1.90474159240723,1.88020919322968,1.92230159759521,1.90556679725647,1.92594439983368,1.86538813777806
"1997","09",1997-09-16 00:00:00,1.8726912021637,1.86197467645009,1.8686047678902,1.85718120098114,1.87932695513186,1.86548000335693,1.85816440582275,1.84621279716492,1.82972680091858,1.83883720397949,1.84319160461426,1.82039879798889,1.8405168056488,1.88164557378317
"1997","10",1997-10-16 12:00:00,2.00358039855957,2.02153738339742,2.02424902007693,2.00427439212799,2.01777869722118,1.95054840087891,1.97928521156311,1.9835572052002,1.94824399471283,1.98305920124054,1.88509520053864,1.9358540058136,1.91804160118103,1.9775817541732
"1997","11",1997-11-16 00:00:00,2.01698598861694,2.0420746644338,2.03016285669236,2.01715801239014,2.02571388949519,1.9833368062973,2.00931357860565,2.02778717517853,2.00114279270172,2.0142283821106,2.00317120075226,2.00005319595337,2.02145438194275,2.00675185685305
"1997","12",1997-12-16 12:00:00,1.99622199058533,2.01510134538015,2.01091142495473,1.99703561782837,2.01346912073052,1.99732480049133,1.99175919055939,2.01950159549713,1.99527280330658,2.04990040779114,2.02157877922058,2.04449158668518,2.03571077346802,1.99344319412389
"1998","01",1998-01-16 12:00:00,1.97318279266357,1.98800266583761,1.98852048601423,1.95943959712982,1.97840522683185,1.95543959140778,1.96966400146484,2.00013801574707,1.97456839561462,1.98098081111908,2.0144655752182,2.02281999111176,2.04043199539185,1.98679175696422
"1998","02",1998-02-15 00:00:00,2.00801161766052,2.01044934590658,2.03272333599272,2.04456279754639,2.0085760873297,1.98785160541534,2.01170879364014,2.01711522102356,2.05696642875671,2.05824600219727,2.03380360603333,2.11608800888062,2.08984240531921,1.98734855406063
"1998","03",1998-03-16 12:00:00,2.00160877227783,2.00115664800008,2.02267904508682,2.02980999946594,2.01981867396313,1.97388558864593,2.00821358680725,2.00467917919159,2.00762558937073,2.00243480205536,2.01354839324951,2.00893999576569,2.03650040626526,1.95410639231967
"1998","04",1998-04-16 00:00:00,2.027333984375,2.04507466952006,2.04334282875061,2.06106996536255,2.06169782514158,2.03722560882568,2.05039638519287,2.06169960021973,2.06895038604736,2.05402080535889,2.09047959327698,2.05889079093933,2.09457759857178,1.99690009638206
"1998","05",1998-05-16 12:00:00,1.99326481342316,1.99696601231893,2.01683761959984,2.01881078720093,1.99799478054047,2.01288920402527,2.01355761528015,2.02022280693054,2.02749876976013,2.01614881515503,2.02151799201965,2.02711520195007,2.03445322036743,1.97401907394842
"1998","06",1998-06-16 00:00:00,1.93617639541626,1.92572333812714,1.89864429405757,1.88672638893127,1.87597173193227,1.94498398780823,1.93717639923096,1.92249720096588,1.92027480602264,1.87632760047913,1.94438560962677,1.90295639038086,1.93494760036469,1.93291288798617
"1998","07",1998-07-16 12:00:00,1.89136240005493,1.88403798739115,1.88748094581422,1.87753359794617,1.87598521813102,1.91861039638519,1.91381841659546,1.89962319374084,1.89403199672699,1.87061920166016,1.91130479335785,1.87696200370789,1.90350360393524,1.90633083004312
"1998","08",1998-08-16 12:00:00,1.87169040203094,1.84427799383799,1.86778287092845,1.88087559700012,1.92324131986369,1.87154200553894,1.85630320549011,1.84423759937286,1.85781759738922,1.91633200645447,1.86453838348389,1.88871240139008,1.87076600551605,1.88968814156719
"1998","09",1998-09-16 00:00:00,1.85450920581818,1.85419665972392,1.86812094847361,1.8843295955658,1.89318912962209,1.85753480434418,1.85367679595947,1.84605118751526,1.8671280002594,1.8988215970993,1.86305559635162,1.8883951997757,1.87796440124512,1.86120020360062
"1998","10",1998-10-16 12:00:00,1.867803606987,1.8606433391571,1.87052571205866,1.88190839767456,1.91969869966092,1.84154038906097,1.85980400562286,1.86053760051727,1.84551120281219,1.87410760402679,1.81498759269714,1.83443600177765,1.82459960460663,1.85375051768785
"1998","11",1998-11-16 00:00:00,1.91713519096375,1.92757799625397,1.90047475269863,1.93505919933319,1.95393304202868,1.88990760326385,1.92194320678711,1.92651080131531,1.90533679962158,1.93729960441589,1.85728080749512,1.88078320026398,1.83331839561462,1.89992020548004
"1998","12",1998-12-16 12:00:00,2.09817601203918,2.1165019830068,2.07600141706921,2.0777875995636,2.12858000008956,2.04406240463257,2.07728038787842,2.07981079101563,2.07162717819214,2.13904559135437,2.03824598312378,2.12203880310059,2.06228837966919,2.05754382217053
"1999","01",1999-01-16 12:00:00,2.10645797729492,2.12220398585002,2.11154096467154,2.04736801147461,2.10037131931471,2.08703639030457,2.09448756217957,2.10318360328674,2.04583123207092,2.07770081520081,2.05614280700684,2.0870712184906,2.11530760765076,2.06120784258105
"1999","02",1999-02-15 00:00:00,2.09042959213257,2.12296867370605,2.15824332691374,2.12128359794617,2.11827780889428,2.03761758804321,2.06882879257202,2.10808042526245,2.07773719787598,2.07970641136169,2.07062399864197,2.05164360046387,2.09656158447266,2.07334061504639
"1999","03",1999-03-16 12:00:00,2.0393800163269,2.0541019598643,2.05702190172105,2.05034240722656,2.02092437122179,2.02571961402893,2.05035118103027,2.08221199035645,2.07004558563232,2.04201761245728,2.0855103969574,2.04826720237732,2.05511719703674,2.03008917434928
"1999","04",1999-04-16 00:00:00,1.93843678951263,1.92840000788371,1.9394223690033,1.95859838962555,1.90790825823079,1.97035200119019,1.95264639854431,1.95237680435181,1.9678080034256,1.94424560546875,1.96500519752502,1.95598639965057,1.97297520160675,1.93418289091169
"1999","05",1999-05-16 12:00:00,1.93738079547882,1.92647600968679,1.92103714602334,1.93209439754486,1.93364696399025,1.93944960594177,1.92941359996796,1.92228440761566,1.93630399703979,1.94203719139099,1.92009640693665,1.95732280254364,1.94589359283447,1.95138763398239
"1999","06",1999-06-16 00:00:00,1.86814279556274,1.85568668842316,1.85866524491991,1.87033200740814,1.85987564791804,1.8909299993515,1.86788559913635,1.86059081077576,1.85343679428101,1.87487319946289,1.86204158782959,1.86689079761505,1.87591080188751,1.90175804034951
"1999","07",1999-07-16 12:00:00,1.8595604133606,1.85084132353465,1.85320523239317,1.83124839305878,1.82585783108421,1.86638841152191,1.87429239749908,1.86662678718567,1.85377158641815,1.82601159095764,1.86641479492188,1.84671720027924,1.87166360378265,1.86636422466986
"1999","08",1999-08-16 12:00:00,1.79456159114838,1.78772599697113,1.8027481010982,1.80582960128784,1.81517827510834,1.82806239128113,1.81527039527893,1.81179320335388,1.80815399646759,1.80725360870361,1.82972280502319,1.79194721221924,1.80899960517883,1.81716505276788
"1999","09",1999-09-16 00:00:00,1.77518399238586,1.7731146812439,1.81586524418422,1.83230480194092,1.82788217067719,1.79170639514923,1.77400560855865,1.80359280109406,1.82272080421448,1.82929201602936,1.81589760780334,1.81468639850616,1.82167000293732,1.80512329843855
"1999","10",1999-10-16 12:00:00,1.82965159416199,1.81880667209625,1.83357094583057,1.83954199790955,1.82864869159201,1.81894879817963,1.80481240272522,1.81407120227814,1.81088799953461,1.82215079307556,1.79126440525055,1.79240360736847,1.79167039394379,1.83476380834874
"1999","11",1999-11-16 00:00:00,1.88056600570679,1.88185865879059,1.90720952692486,1.92408801078796,1.92809739838476,1.85200000762939,1.86363439083099,1.88388159751892,1.89343680381775,1.9275460100174,1.84508919715881,1.88047279834747,1.83445199489594,1.86884309213186
"1999","12",1999-12-16 12:00:00,2.04786799430847,2.06010664304097,2.03143379801796,2.05090963363647,2.10422479588052,1.98946681022644,2.03159398078918,2.01848160743713,2.01729921340942,2.12878483772278,1.99881520748138,2.08483241081238,2.03789679527283,2.03469639463523
"2000","01",2000-01-16 12:00:00,2.10828640937805,2.10695331891378,2.06270616395133,2.0810548210144,2.15092912964199,2.06427439689636,2.10828841209412,2.02556879997253,2.04018640518188,2.15897518157959,2.04710240364075,2.15027599334717,2.1277108001709,2.07162227089872
"2000","02",2000-02-15 12:00:00,2.05029280662537,2.09365199406942,2.09055666696458,2.08187762260437,2.05828173264213,2.04837478637695,2.0881263923645,2.07128239631653,2.04891919136047,2.05486721038818,2.06357721328735,2.07118518829346,2.12817561149597,2.03072701901505
"2000","03",2000-03-16 12:00:00,2.01442118167877,2.05408530235291,2.07108382951646,2.07596203804016,2.0629504452581,2.01759119510651,2.05293598175049,2.07319360733032,2.06492199897766,2.06625680923462,2.03126521110535,2.04860438346863,2.0257603931427,1.99470598918875
"2000","04",2000-04-16 00:00:00,1.97802839756012,1.96759934425354,1.95952618122101,1.97901998996735,1.96867392374122,2.00323402404785,2.01182641506195,2.00552039146423,2.00815920829773,1.98386239528656,2.04580637931824,2.00259958744049,2.03051078796387,1.96117289656216
"2000","05",2000-05-16 12:00:00,1.92562960147858,1.92398931980133,1.9229028565543,1.93811001777649,1.94999608267909,1.95090519428253,1.94619680404663,1.94107400417328,1.9501024055481,1.95495160102844,1.97648599624634,1.95454080104828,1.96773519992828,1.93714051394118
"2000","06",2000-06-16 00:00:00,1.87882120132446,1.89253334204356,1.8749714238303,1.87004879951477,1.85083826210188,1.90383920669556,1.91111999988556,1.90452480316162,1.88709199905395,1.85253600597382,1.91566999912262,1.86392080307007,1.91223799705505,1.88627464378003
"2000","07",2000-07-16 12:00:00,1.82004880428314,1.82662065823873,1.81814379919143,1.8151015996933,1.84274607119353,1.87134079933167,1.8519496011734,1.8573055934906,1.83906320095062,1.81145159721375,1.87391679763794,1.8074480009079,1.84207721233368,1.84147886517122
