Year,Month,PrecipTRMM1,PrecipTRMM2,PrecipTRMM3,PrecipTRMM4,PrecipTRMM5,PrecipTRMM6,PrecipTRMM7,PrecipTRMM8,PrecipTRMM9,PrecipTRMM10,PrecipTRMM11,PrecipTRMM12,PrecipTRMM13,PrecipTRMM14
2014,6,0.71743,0.79466,0.72657,0.54095,0.22431,0.40157,0.46382,0.57359,0.37581,0.34515,0.3474,0.32509,0.30856,0.38097
2014,7,1.26043,1.30774,0.92575,0.61297,0.22771,0.78417,0.82581,0.72076,0.50234,0.31254,0.34137,0.24434,0.14587,1.01646
2014,8,1.07135,0.921,0.87982,0.69326,0.51882,0.75689,0.78746,0.8588,0.57329,0.47579,0.51753,0.38471,0.34788,0.84526
2014,9,0.41707,0.36333,0.34133,0.29475,0.19931,0.23949,0.2646,0.27715,0.36603,0.22659,0.3134,0.26405,0.22445,0.33056
2014,10,0.35158,0.48387,0.56245,0.56676,0.43554,0.34702,0.45177,0.42782,0.47667,0.38831,0.27713,0.32448,0.2659,0.24472
2014,11,0.09944,0.1831,0.17554,0.159,0.22942,0.04756,0.1589,0.16703,0.12315,0.17234,0.19027,0.18196,0.19,0.03539
2014,12,0.05632,0.03653,0.02902,0.09979,0.1054,0.08042,0.12255,0.0876,0.11592,0.14186,0.11438,0.15494,0.17556,0.02151
2015,1,0.0022,0.0032,0.00146,0.00999,0.00381,0.0043,0.0047,0.00472,0.01755,0.01728,0.00281,0.00399,0.00176,0.00096
2015,2,0.0012,0.00243,0.00183,0.03087,0.01759,0.00091,0.00039,0.00134,0.00756,0.02138,0.00224,0.00586,0.00127,0.00208
2015,3,0.03307,0.03707,0.05589,0.12248,0.07082,0.01878,0.01157,0.03536,0.04912,0.08241,0.01003,0.02578,0.01324,0.04006
2015,4,0.1794,0.2342,0.29863,0.26535,0.33401,0.12523,0.16767,0.22172,0.21221,0.2574,0.17032,0.18912,0.22094,0.05552
2015,5,0.27669,0.35804,0.36108,0.35302,0.39027,0.34914,0.31806,0.30841,0.29482,0.328,0.16449,0.14303,0.1546,0.17235
2015,6,0.99352,0.959,0.82787,0.73229,0.43618,0.65788,0.5675,0.61744,0.56181,0.48701,0.44525,0.31731,0.27875,0.69741
2015,7,1.12813,1.06384,0.71655,0.48674,0.1374,0.56807,0.6388,0.70024,0.54315,0.31928,0.32174,0.33378,0.30018,0.6113
2015,8,0.55872,0.48268,0.35494,0.26781,0.1221,0.2484,0.2435,0.22424,0.0961,0.0993,0.14223,0.11226,0.13605,0.4425
2015,9,0.40105,0.39603,0.37746,0.38585,0.33302,0.38643,0.30271,0.3165,0.0961,0.36105,0.15639,0.29093,0.24028,0.32245
2015,10,0.32033,0.4054,0.44157,0.59037,0.48052,0.34849,0.40586,0.56739,0.57278,0.50623,0.35428,0.38307,0.27681,0.1595
2015,11,0.17124,0.28224,0.34351,0.3234,0.38764,0.15756,0.26666,0.26223,0.27563,0.32179,0.21456,0.28993,0.21683,0.08753
2015,12,0.02216,0.05038,0.05005,0.1402,0.19905,0.03559,0.12742,0.18871,0.24368,0.24427,0.2509,0.31296,0.37091,0.00117
